22.72,14.29,84.44,80.18,46.84,17.56,96.20,52.31,67.17,86.30,54.66,9.26,38.88,35.47,96.64,46.09
41.76,6.30,24.03,98.01,16.73,58.24,67.86,39.58,40.00,33.36,34.26,53.72,42.41,26.33,96.69,1.81
63.73,2.48,49.15,87.30,13.78,97.96,26.97,41.46,27.46,17.24,33.82,79.17,92.46,37.80,81.93,67.26
24.05,22.61,1.07,22.70,93.77,54.16,48.40,64.07,62.06,74.96,91.09,84.61,19.91,35.68,73.05,57.97
43.77,65.48,0.95,31.56,4.77,80.34,16.66,97.28,64.40,9.58,24.50,41.32,82.95,89.12,2.78,15.10
8.71,5.12,87.87,22.75,90.34,67.01,64.19,87.94,63.93,99.32,72.73,68.66,46.26,57.54,56.65,24.47
66.06,10.06,13.77,82.23,25.79,8.04,55.61,3.61,46.71,55.12,67.30,99.11,32.69,2.71,90.57,13.45
57.18,76.05,1.20,88.03,89.72,39.15,1.28,93.46,1.94,48.65,31.13,79.77,3.56,73.24,7.24,31.79
26.47,7.47,97.98,4.86,2.05,74.27,16.58,90.60,84.77,36.45,48.24,76.57,44.74,21.19,4.77,61.99
94.17,54.77,40.52,7.84,82.52,0.81,25.56,13.46,51.58,6.88,21.81,37.92,89.68,93.02,54.25,96.34
44.00,36.11,92.72,16.04,89.91,20.40,56.79,96.65,41.31,21.58,61.50,84.95,47.76,93.51,14.08,38.43
10.96,60.15,0.40,7.33,70.95,18.03,14.62,36.87,27.51,69.39,8.84,41.09,69.78,3.68,21.07,86.05
69.85,91.36,4.42,39.40,0.16,84.07,31.69,66.20,57.39,82.24,27.78,48.08,17.03,16.23,61.28,94.47
94.42,61.92,72.58,28.43,26.01,40.60,45.17,64.62,48.50,40.00,45.95,39.05,50.49,53.06,22.04,88.21
71.86,42.54,35.70,8.63,93.52,56.60,64.07,34.91,29.93,16.10,12.01,18.71,67.39,26.09,84.05,40.15
21.47,7.16,86.07,81.17,27.88,15.14,65.24,61.35,22.85,55.07,26.17,53.25,35.41,69.83,35.75,61.07
