49.94,12.48,20.57,92.15,74.14,61.00,85.68,51.30,84.37,84.70,21.36,27.76,31.39,82.97,80.33,19.05,12.26,61.91,68.48,61.04,42.49,54.20,13.75,35.01,88.09,32.04,93.94,29.02,9.30,12.54,72.05,7.74
82.98,88.01,65.02,41.53,98.09,99.58,24.99,91.96,46.11,29.82,1.91,93.76,85.70,76.70,41.84,88.90,20.84,59.00,0.23,82.24,62.89,66.25,91.65,31.05,42.18,86.80,44.97,45.46,37.96,56.20,8.58,16.93
23.60,79.31,27.57,87.53,0.41,85.09,39.56,92.16,55.42,33.30,91.23,93.78,19.35,93.71,73.10,61.11,13.49,10.18,2.41,15.69,47.69,42.94,72.41,76.49,55.41,10.82,29.90,6.01,80.70,22.35,0.82,26.78
26.76,8.53,65.18,62.50,83.35,72.58,91.86,71.46,21.29,91.95,92.14,71.98,3.74,85.05,43.22,85.63,79.54,0.89,33.39,1.24,60.23,75.49,43.40,32.05,90.30,72.42,24.64,9.45,80.79,40.31,34.76,45.37
92.21,38.40,91.46,43.34,31.59,73.50,5.64,28.73,25.19,17.13,57.95,21.35,66.97,95.80,61.96,77.47,3.76,40.26,10.50,47.36,73.96,58.02,10.75,11.67,94.39,63.71,43.66,20.35,77.65,64.33,79.17,93.01
29.04,20.21,20.50,60.51,76.41,70.16,99.17,17.84,63.40,16.98,35.91,18.50,52.03,27.37,13.26,7.02,3.65,91.02,35.79,32.66,94.79,51.28,73.39,73.90,86.18,21.05,3.77,72.50,42.05,57.61,16.15,0.95
88.49,99.20,45.96,79.12,54.26,83.39,31.29,31.47,96.69,54.29,37.51,61.52,17.69,31.89,74.35,24.51,78.33,17.52,78.25,22.29,62.34,11.28,8.64,85.74,37.33,71.27,52.30,17.36,0.60,10.23,53.24,8.42
44.29,90.93,27.92,36.76,16.35,72.63,71.18,80.79,71.64,28.28,23.47,63.92,92.88,33.19,84.52,28.28,16.93,91.10,61.11,90.56,6.38,88.05,49.59,54.27,81.39,70.51,11.77,23.49,24.49,52.96,36.61,56.06
14.39,79.44,58.24,74.18,4.39,88.01,73.95,57.76,28.98,62.60,21.89,59.61,21.16,94.28,43.37,13.80,8.32,31.96,78.58,31.34,84.00,32.64,2.53,79.84,89.57,86.37,92.18,7.35,19.99,53.62,8.83,7.72
60.54,42.90,26.87,72.00,17.24,91.42,0.79,47.60,13.29,15.92,29.13,93.56,73.68,86.78,60.55,5.68,26.14,32.31,56.66,69.87,43.25,36.93,79.24,2.54,4.41,83.36,89.37,26.06,69.60,89.82,15.85,96.90
67.49,33.61,26.30,15.07,60.42,4.21,75.76,88.38,22.29,88.21,35.90,14.42,39.83,15.32,84.69,70.48,74.58,49.84,13.07,79.45,21.88,59.38,18.45,30.71,4.82,69.79,82.86,88.11,90.54,43.98,98.79,52.94
95.98,70.88,42.78,10.94,52.82,90.58,71.83,67.43,30.24,86.29,39.76,17.86,87.21,19.24,88.72,38.29,49.42,68.07,83.43,45.03,73.98,1.16,78.61,37.34,69.47,99.07,86.87,51.77,70.24,45.92,92.00,87.20
4.76,30.13,92.35,52.35,16.96,91.02,8.13,12.98,9.63,60.27,11.85,15.76,5.10,17.67,30.01,15.49,95.07,34.05,12.24,17.39,66.70,64.84,52.80,65.24,85.49,17.01,1.46,34.92,25.08,29.80,28.32,70.27
83.68,12.59,48.40,5.63,44.68,98.87,50.83,5.22,1.85,94.61,32.18,67.10,90.52,24.98,30.47,1.69,28.11,57.59,29.77,57.54,71.96,39.11,99.46,53.81,23.04,27.41,63.59,71.95,51.55,52.12,18.72,10.75
76.29,48.45,30.60,33.92,69.92,10.81,75.48,90.66,88.20,6.12,41.30,77.68,76.34,51.75,99.40,95.21,53.45,47.81,84.37,10.96,28.44,24.40,39.79,37.24,6.95,85.33,80.18,72.38,59.61,29.68,59.75,64.89
26.72,93.84,10.88,35.90,0.16,83.21,57.44,85.11,50.98,9.33,97.20,69.15,87.60,75.24,44.17,63.18,43.33,73.48,20.67,5.30,51.72,72.11,53.76,41.11,71.99,36.10,64.00,10.13,10.26,76.06,26.56,99.12
