68.14,65.85
39.76,57.31
26.61,86.66
97.80,1.45
95.21,8.67
70.72,78.28
96.49,71.14
24.64,22.81
29.29,38.76
77.85,21.83
47.33,71.61
95.39,70.71
45.72,16.50
5.72,39.01
32.15,11.24
13.67,28.40
24.94,47.99
68.97,47.06
67.96,82.46
98.42,34.43
99.56,78.43
92.01,80.90
33.02,35.99
90.92,75.45
22.02,4.95
0.45,63.32
23.80,34.39
24.98,73.01
75.34,29.92
27.51,68.65
44.12,75.92
77.94,55.25
75.21,9.85
37.36,63.19
26.50,13.12
78.31,78.46
18.83,96.54
35.94,79.39
31.45,27.07
79.58,98.07
69.18,47.50
62.88,67.63
82.51,65.96
23.87,55.93
75.34,54.51
77.05,22.55
78.09,4.87
42.86,8.30
94.42,7.62
84.86,40.95
96.54,22.07
40.99,57.27
78.48,49.26
77.59,10.69
24.38,56.64
10.70,48.90
35.41,77.65
91.67,96.70
4.89,68.44
95.94,65.61
83.95,91.86
49.40,0.51
72.45,63.06
73.93,28.44
