3.91,7.59,65.61,3.53,11.47,5.05,34.29,59.50,19.19,84.87,0.20,24.26,77.55,88.89,21.76,73.68,52.00,17.45,34.82,44.90,4.16,74.08,27.88,90.01,2.86,61.61,73.30,91.18,45.24,77.27,66.37,39.61
82.57,34.55,63.85,70.91,62.03,90.13,65.17,12.05,41.55,8.73,93.53,60.38,92.11,76.51,9.18,66.97,17.16,66.55,22.84,93.03,52.90,52.85,84.47,91.16,75.00,23.00,65.96,82.16,54.24,94.54,60.68,28.44
20.66,23.69,13.47,78.87,94.01,15.29,64.91,81.27,12.35,22.51,67.82,27.26,73.55,58.24,75.32,92.14,57.51,63.10,43.90,46.22,52.14,38.25,71.19,37.98,44.91,36.41,75.14,95.41,36.90,16.75,2.11,46.67
5.17,12.05,35.50,55.25,68.49,25.92,46.38,78.35,22.16,22.01,55.33,57.26,96.53,41.85,74.18,82.82,7.84,86.05,51.55,97.21,17.51,91.34,8.92,25.90,44.04,9.99,93.57,69.47,1.07,3.36,99.82,0.63
66.05,20.75,5.65,19.34,90.52,20.48,64.96,98.70,51.45,73.05,30.77,54.34,72.80,32.91,70.17,4.45,65.23,64.50,20.67,91.75,76.23,89.68,42.75,59.55,97.69,60.96,29.36,4.04,55.75,1.08,98.41,67.59
55.63,40.30,61.73,8.02,8.28,86.95,22.94,7.76,1.20,57.95,77.05,23.03,72.60,30.80,6.37,44.44,31.70,0.31,20.83,91.15,11.32,97.64,60.28,22.68,44.15,4.25,78.26,11.65,17.53,13.30,37.22,65.17
88.23,42.87,20.40,5.23,64.34,28.25,22.01,92.72,19.67,71.63,19.84,24.46,60.13,74.38,42.37,56.97,67.58,45.54,17.45,0.18,59.57,96.90,11.25,34.69,34.77,74.89,82.68,33.19,75.36,41.05,10.40,3.68
26.04,20.36,16.10,43.32,66.27,79.95,60.08,78.43,66.79,30.71,12.72,93.08,2.80,66.65,28.26,29.33,49.65,70.51,40.24,0.31,68.37,56.95,39.00,3.37,96.92,38.24,97.45,92.29,51.48,47.25,50.02,82.37
0.32,60.56,37.63,20.60,86.98,5.70,78.14,24.31,92.75,56.92,12.17,56.36,55.31,80.82,47.09,99.80,32.64,51.61,57.42,24.33,20.50,24.16,0.81,15.67,38.65,71.00,64.97,70.39,97.16,58.11,92.00,78.63
24.63,56.82,98.10,95.38,89.73,29.71,59.31,59.37,26.49,73.41,11.93,2.68,55.31,29.85,76.37,50.54,71.14,36.70,69.04,77.36,81.71,35.55,0.80,54.73,11.57,2.60,9.39,90.51,44.61,39.21,68.65,45.28
86.77,64.89,39.38,92.11,17.65,76.63,2.69,68.47,64.47,94.52,50.57,78.29,73.74,52.15,53.79,37.04,21.84,51.56,1.70,11.89,43.58,30.03,12.52,2.55,55.94,67.04,29.74,40.38,58.88,96.07,30.59,46.94
78.03,79.93,41.61,2.43,63.09,94.00,22.51,96.56,50.20,21.92,46.05,11.94,31.68,72.61,78.65,23.21,74.20,34.70,88.47,38.96,69.10,34.53,26.18,36.43,5.53,36.29,38.40,26.10,18.19,22.06,58.82,37.73
68.50,14.51,16.99,93.65,76.13,40.76,52.61,48.57,96.45,96.36,84.88,23.57,22.95,6.06,28.55,52.28,33.51,1.13,92.43,0.57,36.49,8.54,51.31,23.19,39.30,22.50,66.88,35.80,37.18,52.12,52.29,56.73
12.82,89.58,8.55,61.99,45.72,9.00,38.63,38.82,62.03,82.31,98.62,29.62,94.61,29.94,23.67,34.15,47.49,9.61,50.47,17.84,19.76,25.75,77.85,96.50,14.55,61.65,13.68,16.90,34.67,12.29,54.73,69.54
63.20,31.36,27.12,88.91,39.26,79.11,33.80,91.06,23.38,28.31,61.36,70.51,40.13,22.86,72.93,74.86,13.47,95.68,57.77,63.39,73.38,6.76,45.46,13.54,68.59,76.44,64.51,46.54,67.03,58.18,81.35,8.61
14.13,3.60,55.22,87.61,67.48,60.75,32.13,5.91,23.98,57.36,18.90,53.68,9.70,14.53,95.67,96.21,5.59,49.75,21.29,11.97,46.28,29.97,25.06,29.30,25.20,34.96,53.09,29.99,2.33,10.27,79.21,43.27
