31.81,26.18,95.08,34.41,6.43,94.06,7.77,28.77
11.12,36.59,51.29,66.93,52.94,26.40,74.46,73.18
21.91,65.85,40.02,49.35,30.39,6.67,90.05,34.73
58.64,6.56,97.50,51.52,14.91,53.85,87.72,8.00
55.35,78.67,64.21,72.99,23.73,37.91,25.01,65.96
49.35,43.33,0.96,83.85,13.37,23.67,48.99,67.44
63.47,82.70,64.66,84.72,5.02,34.44,5.41,62.77
42.13,71.07,12.23,60.43,36.81,39.16,79.48,49.52
76.47,41.99,93.39,58.17,95.55,47.95,47.59,91.47
54.94,88.06,34.03,57.68,38.36,45.63,54.09,68.10
33.98,55.63,79.44,72.96,16.42,27.89,86.65,20.34
6.80,0.36,7.38,63.95,72.56,98.11,42.69,45.21
61.81,27.24,9.90,79.12,49.52,95.27,56.04,89.64
6.65,5.20,9.65,15.84,66.54,41.03,95.75,45.52
96.41,65.08,90.65,42.24,64.53,0.29,67.04,45.16
5.53,46.39,10.50,16.70,31.30,3.86,31.86,79.78
18.51,50.91,19.10,46.89,43.19,48.95,35.34,84.03
46.23,83.65,4.74,78.33,53.51,91.52,63.10,17.33
9.62,6.39,60.54,71.61,90.88,19.89,7.97,0.15
82.37,9.01,69.83,80.26,36.42,83.48,16.61,84.47
69.39,46.06,98.03,47.46,55.93,34.55,12.83,13.08
47.46,1.97,88.44,7.91,58.20,75.90,25.42,50.27
60.29,12.87,16.69,5.48,54.12,8.22,53.90,6.98
63.56,69.01,30.58,54.88,57.29,58.09,73.63,57.27
25.21,18.83,25.36,95.15,96.00,86.02,72.82,67.70
96.81,79.64,38.19,36.66,58.90,97.59,40.86,70.79
1.18,58.28,65.83,78.61,41.42,54.18,93.23,99.37
19.24,97.93,33.41,23.32,70.90,70.80,17.76,46.54
54.98,91.45,29.08,81.48,90.82,43.12,76.19,30.81
71.37,5.60,15.09,29.20,35.39,20.03,71.14,62.42
99.17,7.28,0.06,77.79,59.89,26.05,5.92,85.94
12.93,24.21,10.06,9.99,13.55,40.75,68.25,67.20
59.91,50.29,35.29,59.17,71.19,70.71,73.97,20.61
43.57,84.74,6.97,58.32,64.31,12.66,62.72,29.32
35.24,67.62,23.66,41.43,96.58,94.15,1.14,79.48
71.25,17.35,4.97,57.76,29.02,14.64,17.28,10.30
3.46,88.70,0.43,87.50,43.02,81.21,50.25,26.26
26.05,38.76,85.81,89.09,45.41,6.65,81.33,95.35
92.09,65.29,73.25,37.65,22.81,79.99,7.20,75.31
11.02,87.94,13.08,67.81,97.72,43.06,43.47,11.17
98.92,54.85,38.45,90.34,99.94,10.34,47.59,25.21
65.70,5.86,92.11,53.07,99.24,49.31,27.46,40.43
64.40,90.80,81.11,53.33,0.94,90.51,20.74,18.68
3.27,31.26,86.40,73.26,47.93,25.73,35.79,34.10
24.09,19.33,30.13,35.35,38.10,49.63,60.22,57.21
49.10,95.48,91.62,61.35,14.59,73.52,2.90,74.68
40.71,35.80,94.73,85.05,32.47,77.91,92.69,30.88
21.31,22.05,91.92,0.41,89.95,96.95,47.60,75.78
18.46,85.20,99.88,26.80,13.76,76.59,73.64,41.11
2.62,62.83,59.11,69.72,25.89,60.72,48.59,73.85
28.58,29.91,34.65,56.98,67.44,58.44,75.61,52.58
95.11,59.50,95.08,91.57,20.52,77.99,78.06,55.83
89.28,37.16,73.29,19.61,32.62,48.64,96.73,86.36
33.79,26.36,65.05,61.32,41.75,50.97,76.46,2.94
87.26,36.67,18.77,49.78,50.57,4.28,14.35,94.57
21.59,96.79,39.53,23.66,10.21,93.29,13.86,20.92
12.02,88.82,64.45,63.30,52.42,54.92,99.62,52.24
20.49,87.50,96.03,77.00,21.74,27.60,11.96,94.67
68.27,53.45,1.64,77.35,25.19,81.01,35.79,21.24
21.59,56.44,20.93,48.69,81.24,65.09,42.01,89.53
