3.54,48.78,88.94,31.94,45.76,84.51,93.06,61.77,25.81,6.44,24.26,79.25,44.51,51.73,82.58,72.22
59.57,7.24,95.48,12.13,18.33,57.55,4.89,86.27,38.65,45.49,56.17,12.37,51.88,1.83,93.17,42.08
55.01,58.11,14.94,99.04,79.15,67.27,29.46,22.27,68.80,86.87,61.09,28.11,67.32,98.96,32.10,13.91
50.24,81.90,72.53,57.64,41.25,78.87,92.10,15.39,70.10,18.21,3.77,2.81,96.07,68.67,99.59,41.15
19.02,18.09,92.98,25.10,34.95,87.63,44.82,75.92,40.20,42.99,45.60,84.82,9.91,40.51,29.44,3.63
82.69,40.86,13.80,18.27,83.19,25.08,50.85,80.89,51.42,84.37,78.26,96.43,19.65,34.19,89.14,51.89
52.99,19.99,50.32,85.05,88.81,75.83,48.71,38.82,14.73,75.88,26.08,12.99,58.86,11.70,60.89,71.44
40.09,81.40,62.68,76.76,87.83,74.88,79.27,79.33,51.78,82.94,45.37,67.42,7.27,43.48,80.32,0.02
75.57,5.47,78.19,61.97,14.42,53.62,83.02,99.46,92.65,0.53,2.00,79.00,20.76,50.88,17.36,77.40
13.64,22.26,49.72,43.95,91.31,29.27,63.61,71.58,78.23,46.24,50.07,0.49,40.87,86.44,24.02,79.78
8.10,63.19,26.27,61.69,10.35,24.08,14.70,44.27,79.72,77.13,71.52,22.30,74.17,64.00,75.53,83.68
15.71,92.69,22.36,75.29,17.35,97.52,80.89,18.42,91.33,73.94,75.50,99.93,17.84,94.52,10.58,78.84
67.88,12.08,54.08,39.75,68.15,14.53,17.25,68.45,36.99,96.96,23.25,49.86,1.20,91.89,45.34,16.61
21.00,36.57,87.18,45.42,61.40,69.88,59.60,24.48,19.58,66.78,5.98,72.53,31.74,54.50,49.81,95.65
11.39,51.52,27.76,98.26,44.57,21.36,45.98,11.96,7.33,71.68,49.91,48.28,66.91,27.77,13.20,12.21
83.02,0.69,29.32,87.38,32.67,42.13,82.26,1.27,94.98,64.21,27.64,20.29,29.42,75.19,56.86,91.59
27.12,99.44,50.05,42.06,65.93,78.32,38.79,21.06,51.77,92.97,67.62,13.44,52.20,36.94,76.46,56.65
47.18,56.15,1.72,54.28,66.36,21.85,38.84,73.38,37.90,20.63,30.76,40.88,43.80,18.01,4.79,46.86
62.51,71.57,58.25,2.49,63.75,68.20,25.08,27.63,70.35,88.50,55.81,88.83,49.53,2.71,29.21,93.14
57.55,93.23,38.17,4.45,27.72,91.15,35.93,63.94,52.21,86.11,95.26,72.12,32.38,71.98,44.17,12.76
90.83,21.45,70.80,7.44,7.86,71.77,45.69,11.94,28.94,77.96,5.53,74.59,35.30,91.59,1.60,62.08
16.41,0.78,96.92,16.69,92.70,25.41,9.64,24.29,72.36,72.77,82.98,71.96,90.76,66.93,53.43,55.09
