13.69,61.24,80.44,25.81
42.62,28.12,9.95,22.08
61.59,99.16,70.63,89.56
90.42,2.90,58.54,30.51
14.17,18.74,2.35,43.96
59.80,88.46,16.31,97.14
6.52,56.61,83.81,31.27
55.00,49.12,67.65,13.45
4.21,5.55,64.11,57.79
85.56,17.32,48.11,88.16
53.51,86.03,18.73,87.40
78.78,65.73,63.71,7.14
63.42,22.93,38.83,5.26
26.09,35.09,37.68,52.52
90.59,71.00,94.33,10.56
54.65,25.61,11.05,85.70
40.35,82.66,75.73,66.33
27.22,61.54,66.70,29.30
73.32,54.25,50.37,80.35
28.26,25.95,71.20,10.44
81.42,57.54,60.04,49.77
63.11,90.31,64.82,94.17
99.12,27.19,59.73,24.21
76.28,51.80,73.06,55.11
6.76,8.02,70.82,42.84
23.24,33.62,92.94,67.96
25.55,80.06,56.61,1.22
75.79,75.94,97.36,32.52
62.89,91.37,20.04,64.60
15.97,80.36,45.32,35.02
84.11,90.05,50.64,15.94
52.97,96.18,26.13,61.22
90.34,39.19,9.50,36.82
30.96,30.99,29.97,49.12
58.33,4.42,57.16,88.52
28.78,69.01,11.35,4.53
90.75,7.21,64.06,37.76
51.43,11.77,5.31,36.51
37.28,21.05,37.11,88.72
33.73,90.23,45.87,35.30
31.35,58.77,73.43,65.40
77.55,68.74,31.55,13.50
27.16,22.70,73.31,74.17
4.68,96.31,69.46,30.36
81.80,50.00,49.28,9.91
32.68,41.99,72.90,53.61
25.37,1.18,66.07,50.78
60.60,59.11,68.99,90.30
56.50,34.59,86.63,90.92
68.86,7.54,95.52,45.79
16.72,78.74,49.92,86.95
57.66,22.16,27.14,34.98
1.05,42.17,84.10,89.87
53.74,73.38,27.17,39.75
46.54,66.75,34.35,87.47
64.54,76.91,54.34,19.02
55.45,2.46,78.93,19.67
47.81,38.99,26.43,7.30
45.26,70.23,4.77,50.58
54.24,56.31,60.43,11.04
50.33,84.33,59.57,14.21
20.73,14.48,90.50,10.72
29.57,29.54,10.02,84.42
11.31,45.08,94.11,20.58
89.37,47.72,23.64,5.72
19.62,68.76,72.34,28.85
40.02,44.49,61.25,12.56
17.56,43.55,0.14,7.06
51.65,3.64,93.21,55.20
13.15,14.34,25.40,81.30
89.27,12.75,11.45,51.23
93.84,31.45,10.85,41.00
84.37,14.01,57.88,17.57
45.90,53.89,12.84,38.42
76.50,91.43,78.11,24.51
85.27,58.26,73.74,96.23
19.33,17.19,84.34,50.25
95.89,47.10,39.60,47.01
60.25,78.74,81.02,94.68
66.26,13.76,67.37,23.59
9.80,18.81,91.02,43.67
24.77,63.90,40.97,21.22
58.95,82.15,97.05,53.16
87.96,15.35,2.36,22.36
75.28,56.58,0.02,39.04
90.43,95.24,12.01,80.39
95.17,0.38,80.57,7.28
17.33,9.10,82.26,33.07
12.60,88.08,28.53,50.57
79.33,15.39,97.78,97.38
81.93,19.03,11.41,32.43
51.50,36.01,60.82,89.12
92.63,54.80,67.44,4.55
37.67,76.33,72.89,2.32
76.10,34.14,78.48,84.19
97.37,60.31,17.09,5.30
67.60,78.99,88.55,83.48
84.80,9.39,36.63,68.28
32.09,31.64,3.25,37.76
92.79,32.00,71.12,22.53
88.10,24.04,89.10,32.51
26.55,25.01,90.23,78.95
12.31,19.93,9.87,54.21
8.40,11.40,96.32,30.28
5.34,57.04,38.76,73.59
68.83,34.58,85.68,87.11
74.22,19.62,64.07,35.03
59.66,56.42,34.90,32.08
4.06,27.40,53.02,45.94
74.60,38.08,14.72,20.86
40.10,22.78,75.20,94.66
53.78,3.58,32.75,5.55
38.71,0.67,78.14,99.28
23.03,25.13,81.81,89.22
80.12,80.88,68.16,14.25
18.16,12.91,40.79,59.03
35.77,73.07,50.08,44.73
15.19,94.85,54.43,37.54
78.41,68.55,17.90,97.73
48.20,63.28,14.49,42.68
79.57,57.81,29.64,70.28
98.48,38.46,34.27,36.09
5.91,34.14,75.09,96.74
95.89,56.09,26.36,96.64
95.64,65.92,58.15,83.74
5.03,20.27,35.39,57.15
13.24,26.84,41.28,71.70
47.33,74.98,80.87,45.93
