31.43,68.85,85.01,27.51
94.44,60.12,60.99,79.35
25.25,6.00,9.73,23.15
54.77,59.84,96.57,50.75
72.64,67.21,38.36,91.82
3.19,94.35,25.73,84.01
68.15,12.58,58.60,8.88
11.64,53.96,79.86,97.08
27.75,75.13,74.47,49.06
49.23,90.43,97.63,99.26
45.01,2.67,27.59,32.88
78.34,54.18,84.66,57.41
14.73,38.10,3.72,32.83
13.29,70.79,79.42,86.27
93.56,57.62,7.08,76.51
33.64,67.21,38.20,11.37
16.78,26.52,2.21,55.65
52.39,17.89,77.84,63.72
32.05,28.25,16.71,8.90
89.17,88.76,29.98,8.16
17.86,48.30,64.47,38.45
26.28,3.49,29.16,28.29
54.80,66.56,32.88,69.23
15.40,92.93,40.37,48.64
87.87,83.35,5.76,84.89
9.74,30.78,39.26,5.28
87.84,84.25,1.29,1.02
16.86,67.47,72.49,44.53
78.61,92.15,96.22,68.28
57.78,92.50,24.70,12.95
9.82,13.54,34.50,36.81
17.86,7.42,28.17,77.63
38.05,66.27,14.29,68.23
69.02,84.81,94.90,23.33
33.09,28.02,61.75,74.10
2.04,75.67,94.74,71.14
41.69,53.00,60.27,74.12
23.19,68.64,11.78,40.89
26.63,63.54,8.89,75.77
9.61,30.01,26.44,0.34
69.65,33.61,72.27,84.34
38.11,5.43,59.93,22.28
70.60,2.85,95.79,77.87
36.94,28.48,50.12,84.70
15.66,93.66,89.51,1.44
3.40,67.80,69.22,81.60
67.27,22.00,30.70,94.55
90.90,72.82,94.56,40.77
69.05,72.44,89.65,25.17
61.78,99.51,85.71,32.24
88.21,65.55,24.26,1.69
81.54,39.90,82.45,29.48
60.32,38.13,97.63,13.75
60.58,25.90,28.62,78.73
77.00,57.53,11.44,83.07
57.80,10.28,51.27,57.37
0.84,61.06,80.37,58.62
94.45,88.20,28.31,47.14
67.53,59.54,46.45,22.30
90.24,3.56,23.90,79.86
20.42,64.48,47.99,4.05
39.92,52.16,73.47,24.31
86.03,87.16,92.08,96.60
92.43,45.54,10.84,85.02
