41.19,93.83,11.86,95.08,99.27,76.51,99.24,35.49,42.05,85.30,30.71,99.98,56.10,18.62,91.25,21.55
61.41,44.21,85.56,17.68,45.49,72.83,27.82,16.10,86.84,48.95,25.80,59.90,89.30,50.31,45.08,27.70
82.94,45.65,69.41,67.46,48.31,57.08,86.81,24.92,7.96,62.46,83.22,55.02,73.81,69.09,95.62,14.39
59.62,32.11,27.64,76.95,41.33,20.60,63.68,7.47,3.91,63.67,58.58,35.66,32.84,29.61,9.32,75.09
40.44,62.78,80.83,60.31,17.44,81.68,7.36,93.95,89.07,75.45,81.95,37.67,14.09,28.25,18.74,20.44
64.69,8.04,2.40,9.12,56.68,45.69,25.66,6.54,82.67,58.14,39.35,12.99,96.49,39.93,73.42,76.60
95.40,48.03,52.94,52.25,54.28,58.83,36.74,77.53,32.08,9.40,7.15,73.09,19.97,92.50,36.57,18.89
38.47,20.60,91.68,93.13,59.54,43.31,49.05,67.20,98.15,9.00,50.73,19.76,48.39,40.16,56.81,87.29
37.59,46.83,50.41,40.05,94.88,4.54,72.48,41.81,3.87,53.75,87.82,96.91,19.93,17.10,71.27,42.97
99.95,34.13,92.72,33.37,61.62,65.65,97.66,5.75,3.64,56.80,40.80,25.10,6.56,25.21,74.66,44.78
5.82,3.77,57.92,18.72,91.40,4.99,64.48,59.77,23.15,30.03,48.20,80.81,61.31,9.48,76.51,57.93
91.60,70.10,80.11,96.97,3.71,81.88,35.91,49.44,97.95,86.76,52.21,34.88,16.15,78.03,3.67,26.17
84.69,34.10,27.02,32.02,11.37,45.02,37.02,80.07,66.03,14.56,34.79,79.56,88.09,29.39,35.41,93.56
89.54,82.34,80.52,60.83,39.03,30.34,97.25,77.06,41.31,11.07,55.37,99.04,18.45,28.35,94.70,53.36
30.54,74.85,97.57,53.60,93.42,52.25,50.38,53.90,3.92,36.20,1.68,34.54,57.89,13.28,7.01,3.86
87.54,60.04,8.37,11.09,4.96,52.77,61.61,82.28,83.48,20.24,18.15,62.49,52.02,89.49,22.73,36.27
81.80,3.91,58.22,75.77,58.23,77.75,66.53,5.31,94.22,74.13,75.63,68.35,70.05,88.98,59.93,68.07
61.00,30.11,99.41,64.39,32.29,62.11,13.42,42.45,71.66,30.49,29.28,1.53,49.45,76.49,16.85,93.47
53.05,58.56,33.02,54.02,58.18,8.11,94.70,22.35,25.97,72.63,11.12,92.03,74.29,99.05,18.77,85.24
1.60,61.10,32.18,2.77,43.10,0.27,86.16,37.66,48.51,33.80,69.98,56.21,33.62,45.84,94.20,90.59
57.97,41.07,41.85,57.83,99.99,76.03,54.60,46.73,57.44,81.62,71.12,4.69,4.25,20.11,29.83,16.89
6.56,17.76,55.85,14.05,57.00,32.09,68.33,95.53,33.62,40.27,42.77,10.47,77.92,61.61,12.92,86.65
7.64,93.12,99.55,36.60,32.41,0.17,36.08,81.30,70.58,16.20,20.72,46.41,90.59,61.68,56.26,56.12
79.70,79.10,3.76,17.80,76.89,54.40,18.85,15.62,30.13,39.81,0.25,90.62,81.88,82.09,98.10,35.93
28.75,79.58,32.47,83.82,81.69,95.31,64.71,5.26,57.43,2.89,67.37,78.14,46.51,70.26,50.46,19.86
62.91,6.05,70.59,79.28,98.62,9.87,22.99,49.22,93.79,85.65,17.27,70.45,98.27,72.44,87.40,81.35
40.96,10.19,20.26,37.39,86.60,65.76,38.51,99.24,73.10,76.58,51.36,24.46,75.01,32.08,29.19,12.98
26.00,56.09,67.91,32.07,62.07,20.87,90.48,25.12,81.69,16.81,67.61,73.68,95.60,2.18,30.97,96.70
8.34,40.10,11.09,50.98,98.34,40.04,57.62,92.83,38.72,49.91,59.12,60.10,61.50,26.29,81.84,1.15
94.26,84.31,37.94,9.19,38.19,88.91,34.26,15.59,56.82,65.15,46.35,79.58,38.64,25.97,81.39,69.50
25.04,32.35,21.16,69.48,61.34,41.91,99.00,59.99,72.72,36.42,69.43,39.66,62.94,55.14,80.85,85.68
