22.20,6.17,31.64,54.26,80.52,77.25,3.33,40.88
73.44,25.00,83.39,76.73,53.74,31.97,61.14,74.37
79.75,96.37,41.34,71.84,90.18,13.55,70.91,65.40
46.84,28.97,61.39,91.44,57.30,6.60,73.48,94.99
80.07,41.18,89.56,53.21,20.46,31.42,24.47,50.44
77.35,60.73,96.15,75.03,39.83,18.32,71.73,75.09
91.41,27.19,93.38,78.90,25.93,53.88,97.29,47.15
55.16,34.29,15.71,15.63,23.97,97.03,98.02,14.91
96.33,54.99,46.72,88.58,28.93,20.71,23.57,74.90
2.60,76.98,1.29,56.50,10.03,81.14,7.50,28.91
9.06,92.21,13.67,31.68,20.84,61.93,33.60,88.95
27.67,92.63,61.18,3.65,78.39,41.73,31.10,76.24
56.69,60.98,22.49,55.17,8.28,62.13,27.68,42.46
60.47,16.11,48.37,84.34,64.98,88.09,76.11,68.71
95.74,53.12,76.52,42.44,91.21,20.63,18.63,45.23
42.44,71.98,61.34,55.04,54.13,70.27,51.39,46.71
99.05,81.70,49.93,96.20,77.00,36.56,50.98,47.17
90.29,59.83,80.88,54.85,38.38,95.45,65.76,43.17
93.39,62.90,36.34,79.09,15.42,54.26,33.09,25.25
5.43,5.39,59.43,53.95,75.69,11.94,72.57,97.30
81.28,70.43,16.59,65.05,89.87,66.03,22.94,50.12
46.56,72.28,26.61,7.84,8.02,99.30,24.90,34.45
42.89,86.35,62.18,31.01,56.06,87.11,79.04,2.69
85.38,12.73,29.04,98.53,59.70,70.88,52.85,88.43
85.14,3.02,97.15,84.34,28.55,35.56,83.95,46.13
87.21,70.02,87.87,37.12,50.47,19.27,44.33,41.86
21.86,3.48,88.91,17.42,94.91,70.50,1.73,55.65
19.40,28.95,36.89,13.79,37.87,90.52,49.11,55.10
38.05,10.07,74.80,97.34,34.75,34.13,13.13,54.92
84.26,68.94,5.84,26.68,56.48,48.35,70.84,82.47
73.70,86.08,41.75,78.11,77.99,37.66,37.26,39.40
74.12,14.92,94.92,49.49,17.40,71.17,62.97,19.71
