25.60,14.08,3.30,50.91,70.65,77.25,64.46,80.73,7.61,12.61,1.57,32.52,44.99,69.66,98.01,3.14,47.09,9.49,80.55,0.38,36.25,60.93,25.06,84.46,53.55,19.03,93.81,34.49,98.95,12.67,92.40,14.82,61.20,36.49,19.67,48.26,79.87,48.83,84.94,99.13,40.42,10.05,86.16,85.29,29.87,5.73,85.15,17.98,64.26,63.19,32.42,5.07,31.46,57.15,3.37,97.19,82.99,54.78,86.12,81.69,81.11,81.58,4.76,34.37
98.97,57.45,47.00,92.20,68.46,27.57,83.65,23.28,12.16,7.84,60.03,46.48,79.87,54.95,84.65,69.15,62.22,17.72,80.51,5.17,43.40,42.44,67.34,46.50,34.57,44.81,32.77,51.35,22.65,26.26,12.00,72.02,80.27,71.77,41.08,0.11,56.39,86.36,87.38,18.75,46.30,79.86,19.54,32.44,39.60,47.53,85.80,56.38,12.41,66.96,42.82,85.17,91.79,59.46,15.68,49.71,16.84,63.45,11.16,72.62,3.53,2.66,68.92,86.84
86.23,98.24,4.57,66.74,99.58,4.64,11.78,16.59,56.91,24.18,99.05,66.20,44.11,35.21,91.14,77.75,4.62,62.15,82.71,34.04,26.40,33.50,74.94,24.45,84.62,65.87,18.46,7.23,21.62,67.79,96.00,44.49,92.25,31.39,43.53,39.57,25.23,10.15,5.88,56.30,83.49,94.41,17.40,16.90,20.82,22.56,52.43,58.38,49.89,82.22,18.39,89.03,90.18,80.09,14.83,38.30,92.14,77.63,95.62,72.40,17.89,50.53,7.63,55.79
53.06,11.22,54.37,79.26,69.34,81.86,16.49,37.50,10.54,62.92,35.12,92.62,74.31,42.46,27.82,29.99,1.77,27.64,20.00,88.51,98.80,92.28,44.21,84.14,44.18,73.01,97.54,41.65,75.50,34.81,52.49,78.32,83.89,33.38,10.08,64.31,47.53,22.85,42.15,98.98,91.66,57.75,9.39,47.92,60.67,95.61,77.39,17.97,4.53,37.81,67.09,12.89,76.88,35.06,82.45,58.32,43.97,68.08,55.64,53.69,42.02,76.58,91.26,94.20
14.69,34.75,87.88,24.71,12.15,38.30,93.10,18.60,84.67,36.81,75.57,76.18,92.87,4.75,93.64,78.17,12.93,6.60,6.35,54.57,95.36,19.49,50.88,25.10,70.76,2.37,2.02,23.17,62.79,36.76,53.25,98.45,82.52,64.87,99.31,44.93,58.58,85.55,49.31,19.58,93.17,22.24,69.51,97.84,22.42,48.25,18.11,21.70,33.05,3.85,52.71,93.37,29.15,61.68,75.89,62.69,55.84,68.51,94.02,32.91,25.26,16.13,72.65,90.69
3.01,49.63,91.35,97.57,49.76,0.69,10.45,47.27,37.73,61.99,71.39,93.20,46.69,4.44,90.26,86.88,8.57,20.73,40.84,17.23,48.41,70.32,39.45,86.11,65.11,14.24,59.04,98.97,88.66,23.40,25.21,55.38,83.02,72.34,46.80,53.85,64.51,14.93,26.45,57.66,79.27,6.92,33.40,78.59,4.73,71.84,35.75,78.22,40.22,22.50,58.03,11.03,15.09,35.82,23.82,73.35,75.74,75.14,96.57,25.24,95.89,25.57,3.42,14.24
54.01,36.55,91.01,88.94,4.11,29.81,96.66,64.55,97.50,13.09,98.39,48.85,72.90,88.49,3.70,79.27,40.07,19.58,44.81,23.90,89.91,8.69,21.44,64.41,51.57,92.26,41.85,71.58,66.61,91.69,99.01,97.66,59.20,10.72,33.00,15.80,97.36,23.04,66.79,11.38,94.63,41.18,81.16,0.45,95.40,57.96,95.16,3.89,41.60,83.87,27.74,64.77,45.00,67.19,17.32,60.47,53.55,10.08,18.82,56.78,70.89,16.94,73.49,48.28
92.60,42.19,28.25,65.79,2.00,65.66,20.39,87.87,99.56,9.44,94.44,28.99,3.42,96.71,17.08,31.54,66.26,95.07,60.94,57.16,86.60,63.28,3.07,22.95,9.18,46.51,54.95,15.05,77.21,67.86,10.13,98.68,82.60,58.43,30.23,57.60,19.44,27.68,63.98,86.47,29.50,5.73,27.13,10.38,93.25,41.22,23.99,98.76,47.15,25.01,12.29,18.17,56.42,86.89,93.30,80.46,49.15,20.76,74.92,34.68,44.31,10.30,55.75,16.48
23.91,6.25,9.17,80.91,7.34,38.98,30.60,32.09,85.04,28.40,81.09,30.97,96.84,45.63,58.37,51.92,62.51,37.29,99.64,74.66,56.72,34.46,52.06,68.92,26.52,76.13,15.12,79.42,37.88,29.43,57.92,93.73,60.58,68.33,85.27,13.26,78.04,63.64,51.05,4.13,27.59,74.34,16.94,71.88,27.42,51.05,14.68,26.75,42.31,62.19,56.40,48.73,88.61,24.67,54.52,5.43,97.14,23.87,69.87,72.03,22.72,29.31,25.69,89.02
87.19,69.67,20.14,61.45,39.06,86.22,10.36,55.68,52.14,97.54,2.29,82.16,65.68,82.56,11.56,96.60,9.47,36.75,21.72,81.81,91.72,0.40,28.39,57.69,78.22,84.78,4.41,17.56,34.65,77.08,70.72,77.00,83.56,86.44,12.61,21.85,77.67,7.09,98.66,16.69,36.27,82.93,17.61,93.14,3.73,50.57,66.18,15.76,55.00,15.20,71.98,61.51,18.52,93.30,44.36,63.00,83.03,5.56,17.92,31.93,91.92,23.22,36.29,70.37
