13.39,95.03
41.92,34.40
93.59,52.16
72.93,12.82
99.54,55.75
44.62,38.40
55.84,53.84
27.82,40.28
87.25,21.35
37.24,5.09
34.43,54.15
57.01,9.59
81.36,59.68
80.51,42.92
73.22,56.24
73.75,87.37
28.43,93.97
84.35,36.91
21.65,48.89
29.22,58.21
84.61,51.38
97.60,1.34
3.72,63.64
56.42,88.51
7.15,31.29
14.44,6.21
58.14,62.90
43.78,86.91
28.82,1.37
51.16,82.48
58.84,22.21
81.56,79.25
26.03,27.96
66.99,74.46
33.75,48.17
94.51,77.79
8.41,57.42
73.95,83.58
38.76,98.96
34.24,58.29
2.66,90.62
54.98,32.74
48.18,36.94
56.27,77.88
81.45,47.24
93.46,43.34
76.73,33.04
40.09,63.56
74.27,56.56
51.64,35.67
36.37,9.38
11.49,58.49
41.44,99.16
30.26,13.59
38.69,85.67
19.15,1.91
96.47,25.24
59.32,27.32
31.40,10.41
88.69,54.30
83.17,85.65
3.52,26.55
19.33,39.08
84.98,30.25
