49.50,76.79,58.88,93.24,40.13,80.00,39.40,21.59,69.95,15.13,69.58,37.08,45.49,82.79,15.01,5.03
29.70,40.58,27.95,89.79,42.33,44.35,28.37,99.45,61.82,66.83,17.86,95.86,73.25,66.16,62.10,26.36
36.41,22.02,28.73,34.47,94.09,42.43,34.62,14.04,95.73,45.28,18.34,63.82,50.45,89.18,31.00,66.81
16.19,17.43,36.29,8.93,24.95,49.96,46.01,99.59,11.09,93.30,34.64,48.20,92.98,83.18,80.69,90.24
68.37,19.25,20.95,14.07,94.97,13.50,35.94,41.91,30.60,35.87,35.90,0.45,34.19,93.08,25.15,60.01
52.12,72.40,61.88,99.02,5.98,35.13,92.17,5.40,78.96,3.88,0.65,47.42,39.24,50.81,85.40,65.22
70.55,71.27,93.28,36.88,91.53,80.33,45.58,72.82,95.40,59.82,74.20,28.51,8.43,1.77,38.49,38.89
97.92,46.53,1.05,96.54,79.35,12.85,67.86,38.44,3.10,89.71,94.89,75.50,69.16,8.61,24.36,29.85
54.21,61.98,89.22,41.18,87.54,99.01,56.68,57.69,26.02,35.46,33.10,51.72,23.02,25.49,70.90,95.04
99.41,82.56,83.94,10.28,23.92,81.49,94.63,77.74,42.85,91.69,22.48,43.25,53.00,45.34,64.41,64.10
93.56,32.52,2.56,13.38,85.38,78.44,50.74,48.66,78.70,33.71,44.21,75.89,41.11,31.89,5.44,99.30
22.21,82.53,90.50,84.46,30.79,43.75,85.14,4.69,18.32,59.84,75.17,88.44,35.51,10.21,65.09,68.19
37.62,72.46,24.44,54.08,14.91,98.48,33.97,79.32,42.32,77.04,0.50,2.90,48.28,18.81,69.00,0.38
12.23,14.81,91.35,26.97,71.77,22.27,92.42,89.42,17.05,99.01,95.45,59.11,9.51,42.39,48.07,2.97
5.08,64.75,69.67,54.96,4.88,43.03,99.35,25.93,26.03,58.55,5.03,55.07,10.35,77.77,40.79,29.71
4.40,53.57,91.94,62.84,83.39,53.95,94.07,89.03,34.72,50.41,5.82,73.67,29.63,34.32,23.00,32.56
