24.21,91.81
99.56,41.28
87.64,86.48
32.63,30.85
98.11,11.14
68.19,70.28
44.71,45.25
34.30,60.05
9.94,34.21
18.77,49.27
2.00,17.20
82.98,12.33
19.03,80.80
87.39,36.25
7.38,20.18
36.29,30.86
24.90,86.41
63.81,3.82
13.49,74.69
88.16,23.99
43.64,90.82
77.74,60.53
52.27,87.75
44.11,22.92
70.50,41.71
99.14,18.45
58.68,53.86
13.02,89.71
96.96,26.69
78.07,34.86
22.00,15.50
8.86,82.41
83.13,45.54
23.40,21.73
35.40,1.72
44.06,31.55
32.18,64.87
19.03,21.36
15.39,49.58
63.61,72.11
20.97,66.98
55.87,82.68
60.63,1.13
30.18,40.48
77.67,40.77
44.48,57.38
39.35,86.34
16.18,11.32
87.87,45.12
62.34,43.20
59.99,0.20
97.55,4.34
12.35,95.16
0.52,84.29
86.24,63.95
2.11,31.23
66.80,57.53
18.53,46.39
30.94,97.75
47.81,31.63
9.88,16.19
7.53,83.46
71.26,54.42
58.56,26.26
55.43,27.06
42.49,72.78
33.32,99.88
46.75,34.43
28.02,65.72
76.70,84.66
18.21,69.70
47.09,12.55
20.19,10.26
16.64,90.53
10.26,5.87
0.03,4.22
43.02,19.65
82.48,90.15
20.72,64.34
30.45,45.70
60.21,27.27
24.65,91.35
0.47,78.19
94.97,47.62
6.61,89.16
71.90,81.67
14.44,88.32
74.33,65.67
66.36,22.86
57.80,85.39
29.93,92.79
23.97,83.64
17.71,81.32
15.28,76.72
71.58,13.46
24.08,33.24
47.19,57.99
6.66,72.95
83.40,63.10
34.94,5.05
11.14,16.59
73.45,63.54
90.71,37.30
17.28,66.03
79.91,39.67
90.74,25.61
77.57,31.57
95.85,74.38
61.09,11.37
37.23,32.88
22.36,30.89
59.21,50.07
38.84,40.90
9.61,72.69
28.00,55.88
83.75,35.24
90.98,76.94
10.98,5.82
6.63,19.94
19.36,8.23
17.25,14.37
19.59,38.28
43.90,61.57
50.19,43.98
47.00,85.77
89.96,97.98
95.54,77.15
52.47,47.11
