21.22,45.37,96.74,77.28,72.44,88.98,64.41,73.00,10.25,43.81,23.15,65.76,35.71,42.21,58.31,2.92,20.94,65.65,27.90,71.19,40.64,90.10,23.06,63.98,90.62,77.38,31.12,14.10,67.01,58.94,65.22,26.52
2.24,28.78,12.02,31.15,63.34,88.13,27.46,80.85,35.28,87.91,75.97,95.06,84.93,11.91,94.67,79.73,70.45,30.39,55.18,69.19,85.47,8.30,49.41,80.38,11.75,42.35,35.52,74.08,74.14,89.95,83.49,2.82
19.02,61.83,8.29,87.80,31.51,73.76,83.63,86.89,6.06,70.57,96.48,68.45,12.13,74.45,89.20,71.73,67.86,68.98,78.92,1.79,94.63,39.51,99.91,6.98,53.63,65.23,24.97,81.97,29.12,96.65,40.56,48.04
34.85,84.03,36.44,36.69,65.48,74.85,42.23,35.58,53.31,35.10,31.76,43.37,49.53,87.98,55.70,44.98,89.42,33.96,65.30,61.55,90.15,84.42,72.42,5.80,68.08,52.99,71.65,89.61,16.05,96.33,34.26,83.48
17.02,72.66,84.70,47.92,64.03,99.36,45.85,35.13,11.07,47.95,8.97,83.86,92.57,32.38,17.49,29.85,11.21,60.39,75.35,96.34,61.07,54.03,75.23,70.56,39.32,11.12,81.53,26.42,70.50,86.82,20.61,7.26
45.04,86.88,38.52,83.57,36.67,33.38,11.01,70.72,25.36,94.52,72.09,42.85,32.83,96.35,0.02,89.43,49.68,40.96,9.12,40.79,96.71,17.52,86.93,79.21,17.62,78.29,1.49,88.75,75.68,47.60,92.78,39.59
89.10,52.83,60.62,49.34,28.04,80.81,59.45,86.95,67.76,19.65,28.97,80.17,32.51,57.60,6.51,97.52,81.57,1.61,21.13,48.23,94.30,7.39,21.75,40.92,37.59,77.53,50.70,3.51,85.02,33.81,80.85,1.42
50.90,46.30,6.47,17.08,93.77,41.60,10.92,66.92,1.01,51.41,44.89,86.80,5.86,67.09,91.10,80.62,82.28,90.01,35.35,8.66,10.04,27.77,56.56,76.82,1.37,59.85,68.20,75.49,54.62,32.55,43.08,21.79
94.66,17.22,47.61,75.74,19.45,59.29,93.76,90.93,87.83,19.85,52.99,84.45,80.49,31.31,33.38,2.31,7.62,23.83,8.85,25.75,55.45,55.96,21.57,58.50,11.75,68.94,19.40,36.61,84.14,99.40,7.86,82.28
79.92,68.83,5.13,76.64,1.36,85.85,86.01,28.91,78.30,19.32,54.89,17.44,37.06,80.74,33.88,9.98,37.02,33.04,8.40,31.03,29.79,52.62,83.49,8.65,61.11,99.23,51.63,56.59,47.45,25.54,43.46,98.97
18.71,41.03,96.93,38.13,71.81,17.93,96.24,2.40,38.74,55.11,50.49,59.76,64.62,88.92,67.94,42.96,45.51,84.58,46.55,93.11,5.47,78.97,78.15,45.32,40.96,2.01,68.96,97.09,41.74,99.88,55.55,9.53
89.45,97.38,72.54,25.12,9.88,69.47,14.06,5.49,8.13,83.18,17.03,78.25,55.24,52.44,64.43,89.14,96.14,55.10,75.15,68.75,9.72,17.61,35.09,0.30,38.74,29.36,84.19,86.54,42.14,93.34,15.60,43.20
20.36,41.57,91.44,8.97,20.43,26.28,57.52,18.40,56.67,12.61,73.41,29.59,36.04,68.71,54.46,66.16,80.05,48.67,7.31,24.06,69.00,55.99,82.96,28.23,20.58,38.25,27.60,30.16,22.00,35.31,96.80,67.20
2.76,5.43,87.64,29.49,88.53,71.38,47.90,52.13,56.89,36.97,34.94,4.09,14.44,80.89,23.70,85.26,76.67,17.05,9.21,25.22,19.25,86.87,16.82,94.70,20.85,45.02,77.33,16.20,95.98,51.79,28.82,5.95
9.84,76.46,85.80,48.31,36.32,81.49,33.20,19.41,92.38,89.01,81.75,32.40,76.87,73.20,67.30,59.66,70.18,77.33,95.21,95.43,30.66,29.45,76.49,86.79,33.16,23.97,92.62,36.93,61.77,4.46,94.43,15.75
0.14,10.02,87.34,58.50,35.76,81.61,40.69,22.69,18.40,14.80,69.66,12.52,28.25,28.16,53.96,7.01,53.83,63.57,36.20,42.52,6.49,52.95,56.02,64.83,6.54,19.88,80.16,44.26,72.45,2.63,38.03,90.95
