4090.21,5293.90,5751.38,5167.54,2865.33,3892.87,7671.08,5215.94,8642.24,3701.67,2815.38,722.07,4489.20,1831.05,6553.24,5866.03
7994.27,7514.28,2310.29,9671.14,4240.47,137.63,4554.22,9536.17,8830.69,2605.95,8384.30,932.55,1270.86,1641.60,5364.50,8648.06
2237.96,9812.03,5991.17,1106.36,8553.38,6876.90,2458.70,3354.44,5453.96,3372.21,4235.95,6860.77,2029.45,53.25,5844.12,5103.68
8954.40,4172.61,8102.25,2051.30,5388.87,1444.03,995.31,891.05,671.80,9569.46,5113.08,8849.68,3136.20,5920.81,5663.22,862.68
5418.44,613.23,9439.25,4856.01,7534.16,8135.92,2050.61,6064.86,5326.82,5290.15,3988.37,6661.58,9128.74,223.01,2029.26,9833.69
7823.54,4170.06,8909.31,5798.50,1619.78,2141.14,1292.09,2665.29,2926.48,5817.20,7168.01,7511.08,7363.60,9367.87,6357.35,9695.80
5241.31,4961.44,3625.02,6195.96,1409.85,5050.44,9902.02,4415.75,4399.92,2334.59,8739.00,5909.68,3808.55,1407.01,4312.68,2082.62
9134.74,9199.83,8667.57,8108.43,9348.09,9923.32,9435.73,2669.18,5152.61,7780.41,2154.73,3209.41,9828.36,8876.95,803.87,5359.52
7468.01,2839.06,85.35,4960.27,3629.48,6763.79,9853.89,4266.98,4296.59,7607.07,2824.82,2396.57,291.37,2981.73,9605.54,7787.50
2422.81,6675.76,7699.53,9267.99,6409.53,4314.28,2141.65,3728.93,6351.80,1845.79,3675.35,7997.14,3243.58,863.67,4608.15,3366.60
8097.01,5256.77,5204.68,438.05,1938.80,8497.75,1251.57,1150.69,6361.55,2446.07,547.38,7545.48,6142.29,5215.37,546.46,5302.54
3299.85,5509.41,974.47,8817.35,321.81,5916.35,2730.37,7007.08,9324.11,3647.54,8589.69,7563.82,1268.53,7626.48,1831.01,3881.75
7159.34,1251.73,2128.10,5738.92,7631.15,6562.27,7886.15,9441.77,2914.09,8042.67,2915.84,1210.27,5155.55,1023.54,7794.42,6746.33
7314.93,2303.49,734.57,5065.58,8623.16,83.30,3701.73,1904.08,3363.65,1377.14,5987.82,7964.28,1615.60,8246.17,1488.62,6476.88
8442.87,8718.53,3728.35,683.84,1490.05,2926.94,7066.65,3893.30,5835.86,2842.91,6424.31,7306.21,2002.97,1727.97,4693.98,4631.78
4085.98,1194.17,8642.08,9813.07,1173.65,2045.36,7626.66,5022.80,49.62,2150.08,4609.40,8522.93,4719.92,2861.60,7412.54,435.05
