0.38,0.05,0.60,0.83,0.86,0.58,0.06,0.40,0.70,0.16,0.45,0.25,0.25,0.61,0.10,0.59,0.63,0.28,0.66,0.58,0.27,0.33,0.06,0.09,0.48,0.54,0.82,0.73,0.43,0.60,0.53,0.84
0.37,0.14,0.08,0.73,0.15,0.68,0.28,0.43,0.09,0.44,0.50,0.13,0.75,0.69,0.82,0.99,0.03,0.50,0.88,0.14,0.13,0.57,0.38,0.28,0.67,0.70,0.43,0.90,0.61,0.21,0.56,0.65
0.82,0.59,0.68,0.10,0.91,0.27,0.22,0.40,0.06,0.98,0.02,0.67,0.90,0.49,0.66,0.86,0.18,0.99,0.37,0.39,0.40,0.52,0.35,0.83,0.04,0.53,0.61,0.59,0.04,0.36,0.70,0.41
0.67,0.31,0.53,0.24,0.21,0.51,0.09,0.87,0.13,0.46,0.59,0.89,0.61,0.55,0.30,0.80,0.40,0.33,0.04,0.52,0.68,0.02,0.43,0.61,0.38,0.71,0.57,0.18,0.54,0.01,0.69,0.57
0.19,0.95,0.70,0.87,0.28,0.53,0.68,0.28,0.38,0.67,0.84,0.77,0.99,0.65,0.64,0.89,0.17,0.77,0.01,0.48,0.08,0.35,0.30,0.08,0.69,0.47,0.64,0.63,0.87,0.13,0.38,0.94
0.33,0.41,0.94,0.59,0.21,0.20,0.38,0.40,0.37,0.07,0.93,0.82,0.97,0.39,0.46,0.24,0.80,0.76,0.29,0.69,0.57,0.01,0.61,0.90,0.59,0.08,0.84,0.83,0.36,0.60,0.82,0.05
0.70,0.96,0.06,0.67,0.23,0.32,0.39,0.16,0.13,0.26,0.06,0.29,0.11,0.15,0.49,0.23,0.50,0.11,0.44,0.34,0.24,0.23,0.40,0.88,0.93,0.87,0.04,0.67,0.29,0.04,0.83,0.43
0.31,0.50,0.91,0.46,0.63,0.90,0.35,0.49,0.63,0.87,0.72,0.89,0.29,0.47,0.53,0.34,0.11,0.69,0.25,0.44,0.23,0.88,0.66,0.34,0.95,0.46,0.63,0.29,0.04,0.79,0.42,0.15
0.15,0.34,0.50,0.95,0.29,0.99,0.58,0.99,0.41,0.06,0.42,0.99,0.79,0.21,0.32,0.74,0.07,0.82,0.67,0.59,0.78,0.49,0.29,0.56,0.83,0.98,0.36,0.57,0.60,0.40,0.03,0.41
0.53,0.94,0.11,0.55,0.48,0.38,0.53,0.94,0.31,0.73,0.05,0.51,0.20,0.67,0.50,0.56,0.10,0.55,0.28,0.89,0.21,0.14,0.35,0.38,0.53,0.55,0.28,0.31,0.87,0.60,1.00,0.42
0.14,0.64,0.51,0.27,0.63,0.49,0.62,0.14,0.80,0.42,0.33,0.40,0.39,0.36,0.27,0.25,0.99,0.46,0.61,0.32,0.51,0.08,0.13,0.48,0.24,0.53,0.54,0.37,0.99,0.73,0.21,0.74
0.40,0.18,0.95,0.49,0.88,0.30,0.14,0.09,0.10,0.02,0.28,0.28,0.59,0.54,0.68,0.37,0.16,0.95,0.81,0.76,0.98,0.29,0.11,0.40,0.00,0.03,0.16,0.18,0.19,0.25,0.73,0.48
0.06,0.68,0.89,0.18,0.95,0.71,0.21,0.71,0.19,0.82,0.76,0.48,0.99,0.08,0.50,0.40,0.03,0.53,0.68,0.98,0.59,0.51,0.25,0.88,0.03,0.27,0.92,0.62,0.26,0.82,0.05,0.71
0.88,0.27,0.18,0.12,0.69,0.13,0.54,0.25,0.78,0.66,0.62,0.28,0.78,0.47,0.06,0.77,0.35,0.91,0.29,0.56,0.71,0.60,0.21,0.92,0.25,0.51,0.17,0.64,0.93,0.57,0.17,0.71
0.34,0.01,0.73,0.45,0.71,0.67,0.57,0.85,0.14,0.34,0.46,0.65,0.22,0.50,0.54,0.41,0.56,0.89,0.67,0.13,0.85,0.30,0.53,0.63,0.49,0.87,0.69,0.77,0.50,0.66,0.09,0.20
0.56,0.66,0.21,0.40,0.82,0.36,0.02,0.17,0.41,0.41,0.64,0.89,0.73,0.50,0.10,0.91,0.45,0.41,0.04,0.86,0.47,0.80,0.88,0.69,0.17,0.30,0.59,0.67,0.67,0.06,0.80,0.96
0.07,0.50,0.31,0.83,0.79,0.11,0.14,0.55,0.17,0.90,0.42,0.86,0.33,0.76,0.33,0.99,0.09,0.22,0.15,0.51,0.35,0.16,0.41,0.21,0.80,0.90,0.15,0.94,0.01,0.35,0.41,0.47
0.82,0.41,0.48,0.18,0.12,0.87,0.52,0.00,0.37,0.47,0.17,0.16,0.15,0.38,0.31,0.74,0.48,0.35,0.59,0.77,0.36,0.14,0.76,0.94,0.20,0.23,0.93,0.13,0.85,0.88,0.52,0.98
0.92,0.61,0.95,0.75,0.15,0.03,0.13,0.53,0.61,0.29,0.74,0.14,0.20,0.50,0.14,0.20,0.88,0.35,0.73,0.07,0.06,0.78,0.60,0.21,0.43,0.07,0.99,0.28,0.24,0.96,0.09,0.04
0.65,0.73,1.00,0.45,0.42,0.53,0.96,0.52,0.99,0.19,0.55,0.14,0.28,0.51,0.64,0.98,0.28,0.83,0.27,0.27,0.58,0.21,0.43,0.53,0.32,0.31,0.09,0.49,0.10,0.99,0.29,0.67
0.44,0.16,0.43,0.35,0.65,0.97,0.64,0.63,0.16,0.17,1.00,0.85,0.73,0.12,0.86,0.37,0.20,0.67,0.38,0.43,0.07,0.15,0.87,0.41,0.44,0.70,0.98,0.89,0.28,0.37,0.55,0.70
0.57,0.02,0.65,0.75,0.97,0.73,0.06,0.59,0.40,0.81,0.36,0.91,0.08,0.87,0.48,0.58,0.43,0.06,0.84,0.09,0.23,0.85,0.11,0.88,0.94,0.93,0.36,0.52,0.60,0.91,0.44,0.41
0.50,0.85,0.13,0.08,0.19,0.06,0.83,0.43,0.89,0.47,0.78,0.91,0.76,0.04,0.73,1.00,0.83,0.70,0.72,0.79,0.68,0.63,0.22,0.12,0.78,0.03,0.90,0.00,0.18,0.30,0.21,0.23
