44.87,22.71,72.99,55.32
14.21,78.43,51.25,49.82
25.23,74.00,36.07,32.21
6.48,29.93,24.47,25.67
75.78,71.76,8.76,90.99
94.13,41.33,97.59,89.07
18.10,40.34,66.11,48.24
40.38,2.83,71.43,28.70
56.47,38.34,32.21,52.22
1.37,69.14,27.64,80.13
49.71,1.31,81.51,33.75
19.50,81.92,61.24,6.53
1.45,43.56,36.86,15.71
84.69,58.04,53.41,27.51
32.19,9.11,77.75,29.31
85.23,50.12,56.10,78.24
92.96,62.50,24.59,18.31
0.48,61.19,11.85,33.74
42.61,24.97,13.37,54.91
51.86,32.34,68.53,69.82
66.55,28.33,0.48,67.25
83.79,24.99,45.78,58.00
18.15,3.79,37.65,21.70
18.00,68.68,9.21,72.81
34.74,64.11,97.77,81.05
99.91,4.31,39.93,45.30
74.93,68.82,16.21,41.86
0.76,55.07,92.61,42.74
99.44,46.50,17.22,71.66
28.43,73.08,66.63,94.35
86.00,48.27,39.32,85.18
82.27,37.37,14.92,44.18
17.70,39.44,58.18,15.49
78.42,68.05,71.73,30.73
75.13,80.24,93.98,12.40
23.98,20.17,40.90,92.27
98.94,23.45,8.35,41.62
59.60,38.94,68.09,40.08
73.00,29.33,56.84,11.87
91.07,31.97,73.66,87.32
12.29,81.37,9.50,29.51
15.42,41.01,8.16,90.64
66.27,73.36,66.37,78.11
21.51,9.32,6.90,84.30
2.44,73.21,47.40,21.13
32.16,17.14,37.15,1.65
23.21,75.13,24.95,36.41
25.96,13.43,1.62,94.92
57.37,56.15,56.91,2.82
67.96,84.84,59.47,84.47
88.67,18.55,76.54,42.51
75.54,2.30,45.59,51.98
60.10,15.12,73.19,8.92
77.44,25.39,74.06,16.35
94.25,55.84,11.95,54.83
63.05,95.66,19.64,2.98
85.02,27.64,31.04,34.77
73.20,65.66,85.77,36.03
19.57,29.97,66.39,95.87
86.76,48.01,44.99,92.07
75.81,82.05,71.50,70.43
87.13,26.17,87.59,99.45
94.52,97.63,93.00,4.61
45.08,41.31,46.66,27.21
