7959.24,2849.80,5219.00,9320.32,815.82,7059.77,5805.72,1149.97,9253.92,3267.11,5762.02,4152.79,4860.21,7401.21,7828.72,5201.28,9666.84,4262.20,6072.84,302.93,8855.93,1637.41,1048.39,6439.73,7876.21,7265.50,7943.53,8752.77,7490.08,1508.05,7464.52,4244.01,1321.72,7200.20,1189.62,2965.10,6899.68,7862.00,2034.74,4253.49,2781.28,2468.73,1756.60,8912.80,406.15,2773.87,5529.42,8823.15,1156.03,4077.57,1128.69,7257.30,3368.82,575.27,4304.42,1743.26,9111.82,5901.32,523.25,1015.85,9488.69,8841.83,364.67,2440.35
9374.41,2687.16,7710.13,8636.20,7743.94,4745.20,1795.70,2435.25,2497.22,8835.90,2205.32,4960.65,6012.34,6908.09,4813.41,241.61,3600.11,1951.36,1366.76,4883.57,1383.11,9646.83,9575.29,9847.39,8166.94,1520.27,4855.14,1364.00,8120.66,2635.07,6541.23,3317.68,7908.77,2089.68,9394.55,5824.87,9152.76,9321.44,5497.83,652.40,6942.16,9090.66,5263.44,953.03,1279.17,2746.00,4092.20,6452.16,2439.15,7953.56,237.60,6103.17,2184.78,5855.33,1351.46,7917.02,6224.54,4024.82,2934.33,1304.05,3469.42,2726.89,995.79,9378.36
6627.41,6175.27,8771.96,7744.03,5621.54,7402.95,4090.87,2150.77,4719.33,913.21,6071.06,9342.91,3925.73,1012.81,9461.78,6249.45,7681.22,7040.56,9200.60,4382.80,6802.35,1143.57,4110.62,2245.02,7536.86,7317.91,733.56,6186.94,9497.35,8640.91,2721.44,1705.53,679.35,8280.24,1982.96,4477.67,5486.43,3697.31,8720.87,8282.34,312.59,9351.41,8360.93,5202.72,391.84,6862.91,5555.73,1136.13,1938.76,472.48,2844.13,1216.68,2602.45,5345.99,1604.11,6126.98,3189.34,8891.69,6422.56,7990.68,3772.20,222.57,3029.90,9038.39
5909.87,4113.56,3956.99,5232.39,1990.13,7660.78,8814.67,2096.66,2754.80,1449.89,7926.73,4201.96,4308.19,440.95,5598.75,6098.89,5512.86,669.98,8111.59,2797.16,7192.88,1087.49,2687.76,7436.19,3772.23,24.32,1093.04,8048.05,8269.71,295.12,3936.13,6742.70,4664.50,9295.38,3528.00,6200.17,1446.97,9822.98,4890.08,7938.78,5046.93,2564.46,3487.72,6531.02,4386.40,7672.03,5578.68,1963.55,1566.46,2862.37,6977.72,425.13,2721.19,4270.53,3349.71,712.82,4493.81,3549.46,9044.76,2943.80,7972.96,8364.58,3372.45,6428.37
2352.49,347.00,8437.99,6483.46,3718.38,5748.92,7862.52,7174.31,4061.42,9781.23,2714.46,7849.02,3769.99,4806.89,8222.67,4983.01,3858.78,4186.99,5703.62,8051.74,1476.80,2538.81,9434.30,7226.38,660.24,4085.02,1103.75,9218.46,4591.34,3463.50,2693.07,5864.35,2986.48,706.66,9660.14,8899.00,4310.99,4310.28,2416.40,2802.34,1973.57,7214.48,8858.20,323.50,4781.18,2531.96,8690.19,8018.39,3124.46,6427.61,5824.95,8543.79,2015.48,7097.18,8921.32,7075.52,3454.96,6985.39,4017.73,5519.37,8143.13,5587.15,5896.47,7751.70
88.60,6194.42,2708.15,3148.34,2417.82,4812.71,8939.89,5759.16,2390.45,1270.33,4037.20,1524.47,5829.90,2386.12,1698.09,1610.78,2679.29,4233.58,7204.70,5619.20,1614.64,4688.11,967.04,8663.41,699.87,2787.13,8441.59,9932.59,1570.09,2379.56,3361.00,9345.53,8669.10,7894.68,3379.03,3923.11,7023.24,8285.32,761.79,490.95,3447.96,4964.20,6747.17,3683.59,6017.59,8926.95,9064.33,7764.65,8421.76,9332.86,808.26,1506.42,3663.53,2727.99,1061.05,1897.59,9409.68,8981.87,1895.66,6984.55,9384.75,6121.19,3613.86,9922.01
8777.33,3024.00,4565.76,7342.50,8672.21,6014.95,8767.57,6556.70,8332.27,8212.40,9494.38,1774.13,4177.26,7880.30,7901.74,1513.22,3896.49,5034.20,7222.71,2752.67,994.94,4449.10,2711.69,618.30,2206.37,4943.60,9804.04,5499.94,1740.78,5367.38,3817.92,1445.46,267.02,5779.74,7227.18,1365.28,2284.23,1879.74,891.38,9186.85,4247.82,9954.86,8678.49,4990.37,9413.64,4630.31,5013.92,765.46,4140.89,3156.62,8960.63,9248.97,6525.46,7754.23,3436.92,9351.87,4531.98,4279.26,6432.53,78.87,4416.95,6989.05,2593.40,807.03
566.79,7144.63,9199.80,4020.04,898.50,2078.48,3681.16,9960.02,6633.46,5656.32,1677.23,6427.83,5455.64,4773.46,2094.06,1463.44,3498.02,406.09,5186.05,221.69,3128.04,1515.70,2706.03,2298.02,3312.51,3584.00,1801.53,3564.13,5876.15,3535.80,9726.70,9088.66,6009.50,9520.57,4768.00,1402.29,7780.34,6949.88,3837.34,627.62,2560.02,3013.38,7525.05,5389.21,289.50,731.01,957.32,7.77,9878.02,6717.70,1369.82,7249.60,337.65,61.94,9663.18,4918.53,2655.41,7401.95,8182.35,4752.69,2774.99,8342.94,1471.83,4834.28
1750.73,5005.76,9652.06,4343.63,4823.42,6465.32,4380.97,5871.12,9210.92,4944.95,4446.86,4540.18,3958.08,8685.06,8685.39,1326.83,3026.74,7447.08,400.13,2720.40,5817.93,8566.22,2138.95,4207.53,9750.45,5576.55,7086.85,8323.62,7445.16,8641.98,4134.13,4480.23,9279.10,8400.22,763.83,5487.13,3525.38,6747.33,2452.55,1070.89,4822.06,9009.00,1943.02,8208.57,4038.21,3416.31,7942.48,3307.09,2904.76,1561.35,196.31,8343.61,1591.52,4071.47,8615.74,5857.24,438.25,232.12,3185.47,1763.84,3408.94,1402.27,2602.10,8735.43
1272.95,377.84,6746.71,4096.94,9644.33,3423.88,9193.01,2303.04,4397.46,4208.21,5277.86,2761.91,7013.15,7521.63,9573.69,6799.04,1686.44,8621.08,2802.78,5243.61,5875.38,7492.01,5007.66,931.82,9301.72,3795.80,1097.08,4034.84,7622.26,6280.11,8013.95,2002.15,3592.97,8168.87,8746.88,1374.93,1498.93,7278.01,983.92,7404.43,1750.13,3737.56,2161.32,9636.35,7153.31,9644.68,4961.68,197.05,3306.80,1137.96,4091.29,5074.75,3220.88,9467.02,1773.66,13.88,9968.32,2937.58,7527.73,5061.44,8709.12,6426.76,9736.74,1104.67
4390.44,1777.57,4279.96,3254.16,1398.21,291.19,6452.24,7245.56,3380.89,3128.43,4876.30,4088.73,5024.25,4635.01,1180.09,6299.00,3032.95,7847.93,7897.66,9916.07,2287.77,2766.95,9424.13,4296.18,6583.01,4624.67,5573.85,1117.62,1385.99,3868.68,6443.90,3201.40,8299.75,6781.14,1926.64,7132.31,6062.74,5308.89,561.72,1922.91,6976.95,6703.91,443.41,1857.62,959.35,9544.62,8969.19,8916.29,74.66,7936.53,2193.58,4253.62,2269.47,9584.14,785.19,5595.00,3692.86,1035.64,4757.81,3394.79,7583.67,5982.37,2234.35,8824.56
2850.67,5006.17,211.48,6222.05,9115.51,133.16,2172.34,8035.70,7167.54,806.00,2455.18,3957.36,7960.82,5150.01,6829.43,645.60,3756.47,6791.00,1686.87,5190.80,6282.39,1650.67,3916.63,4897.32,5153.45,3719.63,5814.02,1377.20,403.42,8064.11,408.87,5484.94,8173.00,6664.56,4347.67,460.48,6481.17,7840.24,7963.32,4885.78,1375.61,9999.17,5208.38,2326.52,600.17,7104.40,6296.32,4463.72,8743.78,7092.58,1419.36,256.08,2077.02,9067.97,632.46,2667.91,4336.37,3666.38,8369.06,313.61,4638.35,4564.04,6556.42,462.70
6567.93,1124.60,2603.50,9458.89,5655.04,7383.22,2349.72,5816.53,8432.60,7940.58,7049.02,7714.05,3853.23,2541.81,179.48,2799.93,2343.83,4311.77,7248.46,340.86,959.44,2759.40,5052.51,7081.81,6350.44,2500.53,2050.07,3117.89,317.08,3970.84,602.35,3644.82,874.88,7462.75,6836.85,9854.75,4775.72,2694.25,2926.37,1586.27,7021.24,6774.43,9896.41,4705.54,7598.36,4751.38,5564.47,6062.26,3275.58,8669.75,1833.03,3611.72,3404.46,2837.98,7230.22,448.15,7499.84,9505.69,8971.77,8850.12,889.59,830.22,482.26,2072.74
1722.88,9849.77,9895.28,7512.89,3421.75,1903.07,1005.15,1657.98,1528.52,4508.81,7334.15,3822.87,6528.13,9424.13,7439.61,5422.66,4452.26,9022.98,6290.02,2423.60,6301.08,2384.77,7816.57,2718.69,7800.50,637.77,9759.67,7306.68,3393.63,8746.30,5713.03,6768.60,5315.00,1098.07,8740.83,5385.73,2755.82,9256.20,3606.01,6714.87,3759.22,4599.61,8896.64,3937.29,1448.85,2819.85,6693.79,9207.48,3307.33,2013.86,6075.79,9238.66,8359.22,476.01,6103.98,8736.16,2367.20,6896.39,4701.48,1491.34,4051.92,8465.17,2945.83,1751.68
4006.90,3808.39,8949.04,6388.02,1799.59,8370.70,4275.56,4223.23,1312.46,8462.62,5309.81,1270.79,3549.28,6988.68,6745.59,6888.55,1931.97,5374.99,2556.30,3831.09,7406.18,289.47,7931.51,9835.81,6086.80,9135.46,8125.68,7550.45,3298.64,1769.54,9641.03,3104.90,2163.43,5713.67,5729.79,80.92,8793.51,7513.72,7352.92,7973.12,8654.68,8868.62,9828.40,597.53,3738.49,690.27,8990.69,8648.37,5766.25,5063.53,1500.35,3347.66,9946.37,7361.55,6161.57,7468.80,1589.78,9064.37,2399.09,4842.93,7873.22,8189.05,1933.13,2500.62
