75.31,1.12,69.68,26.79,3.33,78.75,19.29,64.22
8.60,70.58,83.09,36.06,37.45,77.41,10.81,92.88
45.41,39.95,50.05,19.22,3.10,4.34,63.06,17.12
86.89,24.97,78.57,7.24,67.10,1.79,47.88,51.75
45.05,49.71,78.15,98.72,83.33,70.10,70.61,79.75
91.89,14.53,94.90,66.34,57.77,80.50,29.48,22.31
56.36,97.70,3.32,39.23,15.20,64.59,95.74,43.89
76.69,5.73,54.15,39.50,83.25,44.16,24.52,91.65
33.16,81.01,27.39,72.53,99.46,48.10,37.99,50.06
44.96,72.41,55.34,50.07,39.83,77.01,71.96,88.49
69.68,85.66,14.50,77.18,62.45,80.34,6.33,84.16
7.01,33.60,51.00,1.40,37.50,3.77,30.67,75.79
99.45,88.10,43.26,89.41,7.95,39.34,35.64,94.95
65.42,54.05,54.48,82.01,66.94,41.69,81.25,95.58
99.54,69.41,64.47,85.15,31.77,49.41,61.18,65.70
3.81,56.45,60.22,70.77,62.39,96.67,72.50,28.46
49.51,61.03,46.31,82.50,99.83,17.75,85.62,91.89
66.65,18.90,29.14,29.24,41.45,22.46,80.40,81.11
98.77,46.85,46.42,59.29,39.30,67.83,12.22,71.07
87.26,74.32,13.36,88.68,61.28,47.32,41.74,6.04
84.81,90.92,61.99,59.58,20.78,84.28,90.60,79.32
81.09,81.06,21.71,24.52,37.33,54.17,64.22,27.66
71.61,49.19,32.57,55.82,92.80,44.84,7.16,54.07
7.74,80.47,35.64,83.45,98.49,37.60,28.65,40.67
98.92,20.57,69.04,57.21,97.98,0.53,58.36,85.64
16.11,35.87,37.12,56.41,41.75,53.86,60.87,14.74
18.56,54.12,40.79,96.39,95.09,84.09,61.69,98.41
29.37,87.89,18.83,40.41,36.15,57.51,73.62,55.93
25.96,35.53,97.44,19.77,75.63,82.06,17.49,1.28
54.37,39.47,26.52,38.49,37.84,55.27,85.48,9.99
5.12,99.86,88.83,77.22,63.29,99.60,70.17,40.41
47.18,14.22,42.04,17.90,51.36,84.88,17.81,83.36
81.30,40.37,85.92,68.06,24.17,61.82,39.87,94.15
48.98,35.16,96.29,56.07,87.94,9.81,8.04,96.04
72.28,49.20,49.97,48.52,7.17,20.68,76.64,5.48
14.26,21.71,82.35,84.04,1.97,66.80,14.75,99.27
63.43,35.06,83.52,68.86,80.12,69.29,80.71,19.21
8.35,8.88,86.82,49.14,29.31,88.71,14.96,74.19
92.19,96.89,61.76,97.27,32.08,50.75,74.91,19.59
28.73,40.32,6.24,46.25,5.65,78.36,53.32,70.74
8.39,44.57,12.13,7.34,53.33,78.32,30.28,47.11
8.28,3.36,55.39,65.49,70.54,38.94,99.00,18.09
60.93,13.55,23.91,77.17,44.25,66.47,85.73,72.54
49.31,47.93,42.09,36.71,91.97,88.55,63.16,6.76
71.41,68.79,77.22,85.37,53.25,30.10,85.87,9.42
71.48,59.00,44.65,90.44,56.98,50.35,45.18,91.31
47.84,89.77,53.23,67.31,47.02,90.57,17.01,47.43
90.96,91.60,47.73,69.08,41.97,41.04,91.58,38.56
89.17,46.25,70.39,8.92,82.28,74.00,32.38,19.88
52.10,57.08,29.48,2.47,4.99,94.40,36.15,30.53
53.94,16.84,62.89,35.12,57.97,86.02,62.16,6.84
56.41,90.74,90.46,55.34,90.61,26.12,30.41,72.43
80.12,64.91,56.02,71.01,14.62,53.98,45.74,39.85
86.35,40.95,68.25,25.26,39.08,30.92,67.22,61.22
63.16,87.40,84.05,42.40,91.32,54.61,94.05,73.29
74.96,6.42,76.81,29.20,58.06,68.20,25.40,78.75
64.60,82.10,82.03,88.16,66.72,3.20,83.24,4.92
29.79,46.34,28.82,93.23,65.74,84.25,12.87,40.15
34.03,14.89,45.28,5.35,1.29,84.87,36.26,72.68
77.66,99.82,32.67,18.23,22.54,15.68,22.32,29.93
8.02,66.61,45.50,54.27,81.89,77.72,48.83,16.93
16.39,68.82,71.30,21.43,81.91,62.01,17.42,89.36
24.58,93.17,38.93,60.31,55.35,44.59,13.88,20.54
55.33,78.75,55.67,33.77,65.09,30.00,10.27,33.19
