90.44,7.12,48.45,92.06,37.38,8.98,26.45,74.31,38.81,24.86,67.22,29.27,11.48,26.95,63.44,37.59
70.37,79.82,9.72,45.11,73.17,7.60,31.70,86.70,82.43,7.62,6.69,45.13,96.11,19.98,60.09,52.61
21.57,95.55,21.09,20.74,45.90,19.62,84.94,43.05,35.41,10.33,56.64,14.93,50.94,56.69,33.28,2.59
39.74,6.15,92.53,50.48,66.05,77.94,37.75,86.95,93.98,68.17,84.78,82.29,64.84,21.63,22.68,17.42
48.92,11.22,36.80,8.08,5.67,58.19,5.66,11.06,97.34,75.66,28.70,95.81,86.69,0.45,30.03,12.34
65.96,47.25,25.37,77.97,92.96,79.99,88.70,75.48,84.08,20.97,36.57,0.09,7.17,2.01,34.26,82.77
64.79,49.60,67.19,48.77,59.64,38.34,51.46,89.47,18.30,94.13,67.26,67.37,74.79,22.32,23.27,88.60
4.32,78.74,80.29,65.84,33.17,62.94,73.18,50.21,93.59,83.26,10.48,75.32,93.08,71.67,97.18,42.01
4.32,11.59,25.02,21.18,93.93,1.92,24.00,99.02,40.37,78.25,39.35,63.27,63.45,56.10,97.85,87.22
79.04,39.85,78.55,53.71,71.32,70.79,63.74,34.44,39.34,91.18,96.80,66.71,48.78,58.80,23.79,44.12
39.92,49.38,13.12,11.38,75.16,33.11,18.87,3.39,96.52,88.53,16.84,17.36,92.13,55.28,45.30,2.60
64.08,67.52,85.20,91.30,90.68,82.80,69.05,19.13,26.60,98.30,87.22,22.31,1.41,82.59,29.51,16.63
93.78,81.97,86.71,64.29,27.47,43.67,13.97,76.25,68.01,16.24,76.18,87.66,21.54,17.03,95.66,21.14
93.73,23.42,24.75,77.30,16.00,9.77,63.91,46.83,72.17,6.70,89.45,82.34,68.78,69.95,41.78,2.66
69.59,53.51,54.31,1.88,4.44,22.35,37.19,89.79,80.09,36.48,96.19,99.04,61.26,76.79,18.12,94.83
98.91,88.19,3.56,92.73,55.13,27.33,85.64,55.77,25.62,10.62,3.05,49.15,56.66,44.99,90.57,54.73
