33.71,33.88,7.23,86.98,30.82,25.66,29.18,32.88,4.12,43.88,75.10,1.79,22.68,2.95,8.19,63.58,2.12,16.14,80.66,8.06,23.78,2.46,33.08,69.35,95.22,36.46,99.75,26.40,13.04,11.48,62.72,58.78,91.01,99.75,0.49,10.97,68.87,51.82,97.97,25.34,7.88,83.19,22.82,64.52,63.95,15.17,95.05,88.85,99.38,14.72,96.08,67.33,3.88,40.18,32.43,80.38,50.00,97.40,43.53,38.97,75.89,71.36,20.35,95.73
31.07,82.67,10.97,43.00,56.17,87.78,73.61,46.35,85.42,63.87,57.09,60.84,35.91,4.64,27.40,53.81,67.84,86.98,12.87,30.65,36.01,47.60,65.98,72.70,92.68,47.14,97.50,1.30,77.58,73.38,25.52,36.06,98.31,72.40,6.26,8.29,89.86,15.54,97.77,6.94,54.61,57.44,86.69,11.77,34.99,27.44,50.24,73.86,60.65,81.93,39.33,9.17,5.97,41.66,17.21,85.93,87.52,23.45,97.43,75.33,45.06,99.13,53.71,66.35
94.15,57.39,82.44,2.73,41.51,51.42,4.19,41.73,18.05,73.14,34.38,23.56,32.24,74.26,88.40,8.67,21.55,97.50,66.72,77.22,76.82,87.80,1.50,41.58,68.11,36.57,41.74,57.81,89.76,42.36,46.77,76.56,60.42,72.89,46.39,99.98,63.49,29.96,15.06,48.43,13.22,82.47,70.92,24.54,64.16,18.16,13.34,80.21,93.66,59.07,75.55,9.16,29.41,77.34,86.91,69.32,98.95,33.93,8.32,10.30,13.43,16.00,56.05,95.97
80.02,8.54,70.58,97.27,78.93,8.92,23.60,25.45,9.79,87.84,16.00,78.62,35.29,7.46,45.43,8.64,43.93,37.94,63.34,96.35,97.87,81.17,32.90,57.79,31.04,42.64,54.34,1.43,99.47,9.06,83.62,60.71,32.74,78.99,62.38,0.63,83.30,0.90,37.18,61.57,43.92,59.32,64.37,88.36,68.05,60.63,69.71,79.31,95.33,5.79,51.64,50.66,49.14,15.32,9.51,43.36,47.73,0.06,0.50,47.74,72.53,4.49,23.07,10.46
3.71,90.33,60.47,10.95,58.56,67.04,93.81,93.05,7.63,42.73,20.65,98.59,67.59,21.22,72.72,72.11,70.44,59.25,5.47,47.79,8.28,22.07,14.20,99.90,34.32,9.60,74.34,69.96,93.77,61.90,31.62,83.77,6.36,82.02,87.08,30.40,64.21,38.86,8.56,7.20,71.69,41.75,27.09,1.02,97.31,91.83,45.28,2.47,6.32,28.38,27.53,62.97,8.04,50.99,63.29,75.02,63.03,35.47,54.96,49.11,88.56,23.46,54.50,31.78
74.01,83.39,37.32,91.24,75.35,18.73,16.71,18.99,25.99,77.00,16.35,82.23,66.79,27.78,73.92,74.13,12.90,50.85,65.87,40.06,81.25,82.24,38.03,58.14,94.37,4.18,14.37,51.63,10.35,21.16,68.92,88.96,12.56,98.75,28.96,16.94,71.89,23.62,45.82,50.96,98.12,52.40,82.15,17.88,10.08,82.46,35.51,26.32,23.86,80.70,44.61,43.68,78.04,8.80,77.27,69.69,30.56,80.12,99.69,1.89,65.03,15.95,87.20,58.28
88.29,3.27,22.23,47.29,84.85,24.77,19.92,37.05,66.56,41.51,67.06,53.51,33.27,2.75,16.41,11.97,84.83,68.47,54.68,64.29,8.33,78.71,27.01,90.01,35.54,57.85,85.76,33.48,89.60,41.00,71.62,91.90,33.90,62.28,25.10,32.16,95.55,87.41,95.56,79.87,29.20,94.54,93.99,39.75,62.29,39.96,36.58,29.12,69.69,17.58,17.57,30.24,72.46,29.57,93.94,87.72,7.91,24.20,79.29,29.38,38.31,21.49,55.87,39.69
14.72,17.58,17.83,70.16,25.68,96.83,85.55,99.47,8.09,96.32,41.41,24.24,12.91,33.17,19.02,82.86,48.42,61.31,9.77,84.18,38.94,73.56,24.94,44.52,78.29,15.63,77.04,75.76,52.77,61.95,75.61,34.63,20.28,87.70,91.24,11.02,81.71,64.18,13.09,3.79,68.29,71.81,43.24,64.51,90.37,97.09,22.73,18.40,55.45,78.79,87.28,95.66,84.94,73.23,25.55,3.99,63.55,5.90,19.24,58.45,48.74,3.02,17.01,83.36
87.52,44.68,27.36,15.13,16.69,75.50,58.55,99.75,41.25,12.14,50.49,48.50,95.62,70.89,21.39,59.50,96.20,26.17,26.96,69.66,42.54,95.30,83.99,6.40,25.70,98.77,21.90,13.98,87.72,96.32,17.82,56.84,1.66,96.06,10.52,41.16,38.37,53.76,16.25,19.77,17.18,19.49,65.85,31.59,49.43,4.06,49.10,9.66,53.50,29.26,55.19,24.13,23.44,22.61,1.81,56.04,39.42,63.83,85.72,12.68,91.04,40.59,55.81,34.15
84.86,54.27,35.74,46.05,17.37,14.67,12.72,47.34,44.97,15.45,67.42,56.33,48.08,91.66,46.97,40.88,29.26,74.63,33.50,6.95,10.51,41.06,33.15,25.45,78.27,74.02,0.48,22.62,26.30,48.40,92.44,41.49,58.92,89.70,12.67,12.98,29.53,6.17,72.08,79.87,18.19,2.68,48.27,68.68,85.65,53.03,2.38,41.14,55.86,70.69,31.33,58.14,98.89,38.64,74.34,5.19,19.19,23.67,35.45,47.56,17.58,30.49,33.17,46.61
