8818.87,7712.18,3368.94,1902.41
5076.48,9341.38,3730.52,220.34
891.72,9726.49,577.94,3815.91
8500.00,2915.23,8578.21,4960.24
4375.50,8143.92,4585.11,7872.47
1935.62,8130.13,4003.14,3823.75
8172.43,8872.23,7520.88,9703.47
7543.20,7666.01,4064.54,3235.32
4271.44,1648.47,6917.98,1535.18
5855.95,7323.05,7725.40,3059.52
1617.48,7084.32,9689.53,6636.49
5530.82,2218.99,2840.66,1278.35
4682.45,8153.52,4433.65,585.99
5520.18,584.69,7605.12,3443.26
6786.10,7366.04,2806.81,8255.45
2611.06,3809.14,753.85,9514.33
1381.41,4718.70,7201.65,4658.88
8990.37,926.70,8498.66,6418.26
7576.54,4876.65,9911.52,4007.87
5793.76,9003.47,7554.99,1263.19
9348.74,7660.42,8933.20,6801.87
725.20,7535.31,540.10,141.86
11.80,6247.44,3132.30,1117.49
4625.46,6634.71,5167.47,1323.78
9590.88,9594.23,7134.35,5496.82
9804.09,3554.78,469.38,7487.29
7417.36,3986.93,8810.26,2150.60
9565.02,2258.08,898.84,5754.39
7960.25,4727.78,6666.28,8156.07
4492.36,2105.36,2063.22,5973.50
4199.07,5506.80,8611.41,9679.77
1510.05,7577.33,2002.93,7097.82
