0.41,0.41,0.79,0.91,0.17,0.24,0.60,0.47
0.02,0.72,0.62,0.77,0.57,0.98,0.80,0.21
0.01,0.64,0.25,0.73,0.53,0.48,0.41,0.63
1.00,0.93,0.03,0.80,0.33,0.03,0.61,0.10
0.98,0.92,0.22,0.76,0.54,0.44,0.35,0.55
0.73,0.20,0.19,0.75,0.01,0.31,0.97,0.02
0.15,0.75,0.28,0.35,0.72,0.12,0.55,0.21
0.89,0.07,0.32,0.16,0.33,0.41,0.85,0.85
0.49,0.57,0.07,0.94,0.91,0.71,0.64,0.93
0.34,0.98,0.04,0.59,0.48,0.34,0.56,0.38
0.32,0.21,0.36,0.07,0.79,0.97,0.87,0.91
0.58,0.22,0.12,0.43,0.70,0.90,0.83,0.84
0.68,0.62,0.94,0.87,0.96,0.75,0.65,0.80
0.97,0.20,0.75,0.08,0.72,0.18,0.68,0.21
0.33,0.43,0.75,1.00,0.23,0.45,0.29,0.24
0.18,0.49,0.59,0.12,0.54,0.08,0.45,0.95
0.94,0.58,0.45,0.10,1.00,0.74,0.67,0.34
0.45,0.30,0.89,0.89,0.59,0.49,0.11,0.31
0.35,0.89,0.24,0.85,0.40,0.94,0.47,0.60
0.31,0.19,0.38,0.49,0.86,0.65,0.60,0.31
0.33,0.79,0.60,0.64,0.02,0.98,0.01,0.86
0.22,0.17,0.98,0.46,0.51,0.09,0.56,0.90
0.46,0.65,0.50,0.95,0.07,0.75,0.69,0.34
0.12,0.38,0.66,0.47,0.73,0.40,0.67,0.70
0.77,0.93,0.25,0.19,0.83,0.27,0.14,0.94
0.43,0.75,0.53,0.02,0.26,0.07,0.01,0.62
0.40,0.45,0.45,0.92,0.94,0.45,0.54,0.57
0.16,0.64,0.69,0.68,0.33,0.42,0.58,0.96
0.90,0.57,0.29,0.67,0.48,0.20,0.38,0.78
0.48,0.47,0.73,0.68,0.21,0.88,0.05,0.97
0.95,0.80,0.49,0.38,0.65,0.23,0.95,0.30
0.02,0.00,0.30,0.91,0.54,0.89,0.45,0.44
