6690.69,6796.79,8674.01,3692.84,8640.60,3692.07,5673.43,8592.22
7764.27,4643.16,6879.74,9334.14,3328.81,8663.16,1642.11,6953.57
4220.86,4205.89,8087.23,6036.78,9851.29,9681.79,6107.31,768.90
7101.79,1176.11,8106.18,4402.55,1122.02,3429.46,3907.25,107.53
7214.91,8716.53,5069.61,1475.83,4425.33,6343.16,2261.50,6170.38
2876.92,2208.37,9230.55,6866.00,2090.68,7599.07,1247.50,5431.17
355.01,9570.86,9304.96,7136.15,2623.26,3999.09,8746.27,6792.94
8627.97,692.41,2159.84,6862.16,531.35,3799.92,8791.24,2393.38
8844.60,7208.28,2628.57,1846.14,272.13,585.53,5192.39,83.30
9030.05,5934.79,7681.76,5251.76,463.16,8352.83,9218.18,2038.66
4447.83,2933.13,3935.80,1451.69,7467.21,2029.59,8074.49,4649.65
3084.20,9051.82,1682.44,2967.05,3449.68,2725.70,9280.32,5266.68
5679.94,5017.18,9388.82,2369.76,4350.00,9499.55,5212.90,5669.65
8739.46,268.99,1084.29,1097.61,2114.04,3147.56,213.75,1688.59
1519.65,4579.60,82.15,2750.71,9484.79,5325.83,6420.73,9123.25
7401.33,6793.40,7763.62,1997.88,7957.49,7173.23,8205.07,5823.21
5432.50,6577.68,1344.17,402.79,166.38,9545.05,5559.68,8237.38
8167.52,7577.80,855.83,3457.82,5973.45,2522.08,4508.64,1283.95
2959.32,5976.33,6538.93,6688.29,9465.92,6183.80,2337.47,7402.60
7113.59,8011.67,2470.61,9340.53,6261.69,6795.28,893.32,973.97
3630.17,1714.50,595.48,3991.93,5275.50,3327.32,7577.53,6240.99
333.32,3642.47,164.72,9818.08,2297.10,4400.05,2035.19,1071.47
6105.19,9823.53,8108.09,2030.45,8219.66,5161.61,5023.15,1076.27
7496.28,8726.80,4902.08,3361.35,7526.86,779.97,9462.80,1016.50
8910.19,9743.58,9712.23,534.48,5330.87,7181.66,7677.74,4690.21
2569.92,8975.37,2678.76,8903.32,5728.87,5581.54,4695.97,9719.97
5182.32,5215.00,591.13,3608.56,1158.27,1192.54,7046.07,7032.78
1195.58,2266.90,2695.91,4524.23,5021.83,6384.41,3264.42,5124.23
3679.90,5111.72,4627.31,6266.01,7091.53,4129.05,4417.03,6314.05
4970.81,6112.93,7136.03,1246.70,1053.36,1150.30,5828.06,7870.09
5972.58,5308.23,4618.44,4147.87,1841.33,7765.80,7969.95,8442.71
9619.24,7206.43,8136.84,9560.50,8771.30,2759.96,2663.94,8986.47
7373.38,3980.91,2079.21,6180.27,807.75,3819.67,4217.60,5944.76
6508.44,4912.95,5076.59,3191.55,6071.79,5016.98,6968.25,1714.09
9895.36,5788.49,2610.17,4953.15,3181.04,1505.30,7231.06,4636.75
2626.37,8720.22,2263.94,3974.05,5715.90,3850.74,9615.64,8108.76
4788.17,3349.99,6154.85,2847.81,1249.70,9341.67,1753.14,1567.59
2447.55,8075.63,307.55,8357.49,1653.37,7591.64,506.98,1357.98
8830.24,6580.59,3313.72,7452.04,2688.83,6069.14,5473.88,1139.50
3653.92,8870.71,3754.86,9438.50,7416.94,8580.14,8416.59,8604.42
1819.71,2716.21,6712.90,6362.52,6224.22,5631.53,3628.92,4144.73
6139.97,8661.48,9978.14,7398.26,8564.74,4603.20,5897.22,9774.85
7753.28,2912.59,6032.09,7456.68,5398.09,1647.86,2392.84,97.31
2459.46,3066.36,7252.60,1268.31,7685.68,5524.14,1271.93,1310.91
8773.01,2914.11,2669.58,7761.44,877.04,5311.47,5180.14,478.97
194.74,34.96,333.55,2235.93,6007.10,9429.54,9847.35,3815.92
5834.62,2238.45,18.94,9998.61,2928.18,7517.00,1946.05,4544.45
1503.11,2631.71,7268.75,8070.04,7095.39,3932.07,9832.25,4432.55
2719.81,2763.35,6552.00,9545.76,1345.91,4851.94,3122.99,7087.01
8777.28,3409.51,4607.65,4992.92,9544.09,6253.43,7375.27,4903.69
1729.50,8741.45,8516.69,1805.03,2191.09,4073.64,7842.40,2283.42
4242.63,5002.31,8856.54,2341.23,8445.08,191.19,5600.76,5889.54
6464.69,9538.92,4878.62,8343.48,4159.00,9919.71,5144.95,6454.78
8750.83,8468.48,4872.47,7786.78,9806.98,1431.56,9359.23,5539.50
5003.74,6355.85,5031.30,3679.09,4284.10,4625.97,6253.91,6625.37
3766.54,9030.86,3173.43,1015.43,4860.42,5613.69,3398.98,6975.02
5810.18,2884.53,7807.40,5343.36,5135.17,3830.11,2554.02,9279.47
813.68,1653.65,5056.15,1871.16,1385.77,1291.72,7022.72,90.27
1250.68,1287.15,6316.62,1461.33,5719.98,3230.71,6714.37,4424.62
9828.37,9306.67,1849.12,9961.69,1845.60,5405.46,4855.83,2895.14
3599.20,211.17,4583.52,5503.34,276.17,2761.73,6045.67,1373.55
172.95,9696.64,7609.11,6942.20,147.12,2913.42,5751.46,4805.94
2632.79,9746.67,7130.35,5508.37,187.37,880.46,3627.98,4126.27
3410.46,839.75,91.92,4158.97,6503.81,9567.26,399.49,5076.34
