73.10,66.16,84.01,12.69
3.56,30.85,60.84,54.11
73.28,77.06,17.84,19.83
92.32,26.41,74.15,15.17
15.12,44.99,53.95,3.40
56.34,21.99,8.76,55.18
74.94,35.59,27.05,2.25
15.95,96.23,61.22,93.73
15.19,60.93,75.01,58.41
94.36,12.77,44.36,21.66
34.16,22.64,99.91,91.48
40.21,18.86,33.01,69.17
33.75,20.30,3.57,88.80
0.43,70.05,61.16,73.19
87.78,32.31,63.92,38.64
96.99,54.35,99.04,99.59
29.88,73.16,19.12,46.34
26.04,30.81,34.33,22.05
34.91,60.10,19.92,58.52
76.27,32.28,9.77,3.49
7.17,47.47,48.48,10.37
10.98,74.93,39.52,77.90
3.78,66.13,86.47,59.61
98.09,47.05,33.86,62.31
91.09,9.33,61.95,94.55
30.54,82.72,80.38,61.75
72.27,77.33,91.88,84.77
61.36,33.18,68.99,52.32
33.32,19.49,18.03,15.70
95.56,41.98,96.76,2.81
55.68,10.87,47.50,0.51
58.72,6.06,12.51,35.70
72.50,37.50,27.00,89.36
59.90,57.21,31.47,53.16
10.55,41.22,77.31,52.35
54.71,38.00,74.59,94.39
3.57,55.52,85.80,17.53
95.73,38.93,32.51,59.33
56.30,58.47,87.80,4.59
48.06,23.89,86.00,75.00
76.51,61.56,49.20,60.03
84.38,14.66,36.89,4.77
18.90,14.45,49.75,36.71
34.18,8.66,43.96,85.68
72.11,29.62,50.19,50.35
12.04,34.89,20.85,18.31
42.82,75.74,41.36,76.20
22.45,16.55,95.62,92.94
18.33,41.84,49.05,57.14
8.58,8.93,29.59,0.01
76.66,78.86,47.83,85.06
91.86,41.20,63.82,55.25
28.61,53.77,36.65,9.50
26.42,58.40,13.65,91.58
27.05,64.27,69.01,56.43
45.00,17.20,27.68,28.12
66.05,49.24,55.99,33.50
24.43,75.62,71.79,27.90
65.61,9.93,76.73,72.64
31.58,27.07,16.74,37.83
3.34,67.51,52.18,80.13
6.25,70.97,30.80,25.93
72.44,49.76,64.06,2.21
20.97,9.39,77.97,7.01
76.12,29.95,18.52,20.87
17.85,44.98,22.92,65.83
32.43,67.10,47.55,39.02
65.76,82.99,65.99,93.45
81.91,13.25,75.22,78.27
27.63,87.40,65.44,77.31
29.92,77.84,1.88,32.45
58.41,61.90,68.83,76.52
4.52,82.91,9.17,44.52
69.20,58.77,20.55,83.70
31.99,0.07,62.63,81.41
66.56,46.13,90.96,89.53
87.45,83.71,12.50,42.64
75.32,56.88,60.53,41.42
19.24,75.91,80.12,90.26
50.40,70.88,99.07,37.79
77.06,15.43,29.84,61.19
2.89,9.52,15.29,74.11
21.23,4.53,40.33,5.41
97.32,48.75,72.21,25.33
10.73,99.87,88.38,66.29
27.42,69.53,77.58,7.93
11.03,81.06,0.96,38.71
49.76,81.06,59.21,42.92
80.67,30.31,21.66,42.79
70.22,58.68,17.49,89.58
62.93,32.04,98.72,34.83
67.54,24.45,0.40,7.78
57.61,66.47,15.17,49.40
23.64,53.14,29.60,48.56
99.50,46.68,82.75,21.73
60.96,4.63,79.38,39.74
48.80,0.64,26.95,24.83
84.06,6.35,51.61,23.27
1.58,91.72,7.64,62.56
27.46,6.56,40.16,65.05
82.23,38.56,81.09,7.22
79.37,79.44,69.33,89.54
59.25,97.04,88.08,53.94
1.32,5.08,65.67,40.64
12.73,86.44,66.20,89.45
34.81,85.65,68.84,22.70
97.77,96.47,61.71,48.49
3.01,87.90,7.71,86.43
19.48,13.86,57.69,42.56
57.56,39.74,26.12,60.35
63.10,51.96,50.91,86.63
67.20,75.23,90.34,0.89
57.89,59.97,83.78,27.99
45.18,90.67,34.12,5.10
90.44,6.52,39.07,32.19
49.22,82.30,21.16,95.17
32.31,55.95,82.29,71.47
2.46,14.43,18.74,24.55
86.33,23.47,88.18,10.71
81.20,6.38,50.65,6.58
17.19,68.86,65.75,76.56
91.29,43.76,52.84,8.89
22.73,35.22,32.64,61.54
92.94,61.41,91.49,10.84
8.92,17.62,72.41,31.43
28.78,27.29,62.72,43.22
12.00,88.40,53.20,55.81
58.58,91.47,80.46,51.95
