5946.30,2907.31
6993.46,3923.08
9529.60,9206.34
4235.02,1064.56
6760.58,9752.90
8415.85,7247.12
400.32,9899.09
898.72,444.47
5404.95,4307.78
1202.87,2272.27
9510.83,9976.09
927.39,3386.51
8457.54,1567.26
3148.90,6183.78
8207.89,5720.25
6710.62,6594.27
6131.07,3757.77
4123.51,765.62
5004.00,9178.39
7282.00,8042.49
8685.94,3304.93
3439.41,5297.12
4489.58,3003.65
8256.28,3061.97
4788.89,2979.61
3821.66,4273.16
8615.63,3969.61
2585.40,2118.97
5388.75,8205.25
8106.20,4623.07
3022.46,3697.62
7090.14,6985.61
