6595.45,5611.99,7695.65,1207.90,1950.91,5907.63,5959.34,101.38
8134.82,1005.12,1386.88,7648.39,7908.05,9835.59,9702.39,2838.10
2481.88,3358.53,185.19,3565.59,5208.09,5693.36,6229.86,9266.72
8103.28,9027.71,874.22,2320.33,5469.59,4878.79,5692.10,6780.11
5529.92,2448.26,9614.70,7792.33,6999.11,7639.42,2415.71,9484.63
3026.79,4516.45,9232.77,6743.35,9566.13,4327.98,8692.94,9384.18
1743.70,4879.37,8700.88,3873.37,3084.17,3362.07,9628.14,9064.09
7760.58,7509.34,4379.07,9865.53,560.38,225.29,5928.71,4262.45
4550.21,7193.27,712.21,6404.08,2042.25,3687.28,3825.04,3697.07
5956.63,8253.57,2947.46,1090.48,662.48,7391.98,3075.00,4071.47
5648.63,1232.21,2429.64,531.76,2787.01,9569.88,9918.58,2179.59
6979.46,4864.12,6792.45,598.98,8399.23,7645.24,1148.86,9686.87
7202.94,2896.00,4232.03,9808.70,3581.62,6824.47,9985.25,3878.96
1274.68,3219.29,6799.85,6853.40,9926.16,7993.32,4109.02,8597.25
2003.82,1872.76,7405.28,7710.06,223.52,5439.34,673.44,6675.60
4423.11,1002.62,6813.06,5199.76,2448.17,9753.39,9752.83,3009.74
