368.27,2315.92,5511.55,31.45,1411.97,9360.18,8708.18,8350.96,3845.89,8812.62,4831.04,1560.83,5481.18,5488.02,8552.10,5114.12,3579.60,5099.64,4359.09,1851.69,8104.46,1212.00,6079.50,7275.25,9920.11,853.75,3111.91,3852.95,2083.99,1391.86,2050.44,102.91
7237.51,7352.64,4764.52,8707.65,8717.35,742.09,4469.59,1793.42,6546.63,1685.44,3516.16,8502.64,6391.83,2288.73,5698.08,9132.29,8436.75,2583.02,2389.38,9327.04,4928.41,349.95,8965.87,9921.56,5227.91,5837.82,1863.65,427.18,7205.76,9371.66,6798.24,157.91
7055.83,1471.82,3563.15,274.14,5417.95,4425.16,1459.54,3623.98,3999.19,3650.35,9073.38,7768.84,8350.87,2486.91,5482.30,6946.98,102.02,3784.01,3080.64,9353.28,4520.89,7959.82,379.98,2758.28,3189.72,7980.36,2470.85,3054.31,8497.15,295.85,2627.82,7390.96
3261.86,1070.63,5815.99,3765.78,1977.63,3599.34,4857.42,4204.79,5227.39,5963.27,181.79,7195.90,2337.41,7158.56,3469.03,7638.80,4034.16,9287.06,1466.94,8202.79,6951.24,132.13,8423.45,9569.94,9836.25,2001.02,7970.28,2893.95,650.64,8164.62,6237.24,21.43
1225.08,4481.70,2077.97,8479.32,943.62,2649.81,5102.72,7433.63,3616.64,2194.64,3053.08,134.72,1800.64,4393.71,2511.84,2902.43,8918.96,8210.85,5938.88,5765.17,4919.75,9938.63,4067.59,714.04,6946.24,2003.26,7825.44,7490.14,1861.79,533.64,4781.82,7678.42
3793.83,9602.26,5430.97,9491.16,2929.16,2407.27,722.38,5124.34,2352.55,459.03,7241.87,1272.36,8132.01,1201.26,7463.60,5889.15,8963.72,9504.16,2604.72,2083.99,631.22,8302.10,2577.78,2381.22,2566.40,7521.79,3835.31,3840.35,911.84,5121.48,1290.57,4226.39
4904.67,5907.05,9150.22,8427.27,317.42,6450.96,2220.26,978.21,5819.55,9997.40,8687.40,205.45,114.50,7056.95,5503.96,4680.84,9797.32,1679.61,28.06,701.52,5032.08,7358.29,8872.00,8456.50,5125.46,4864.65,7042.31,8302.41,8335.92,7289.73,7655.87,5438.41
252.96,6866.71,8460.60,6390.00,2466.44,5394.11,7388.61,1758.62,6588.37,2062.57,58.81,9747.18,1455.84,8432.63,5834.18,6018.00,1604.75,9543.42,4067.34,3215.87,3590.67,6042.41,2291.90,5467.76,395.83,5280.55,2919.54,6170.72,9535.19,9143.93,3737.71,217.64
5263.11,2283.38,9906.00,5419.65,622.55,1109.74,9135.88,7804.43,9979.94,7631.07,348.60,58.69,4235.63,4062.56,9011.09,2951.49,2004.80,3106.37,5655.46,6128.74,6939.79,4925.80,5983.06,3121.16,3268.42,6931.42,9243.84,945.53,4025.60,6359.04,4093.99,1771.66
2808.52,9517.97,8325.54,9811.65,6332.22,5510.55,1041.77,4589.62,9569.82,5710.70,5687.83,8590.31,7021.03,361.25,4161.62,4661.40,6718.72,6953.95,2638.36,4483.13,9973.76,6628.28,7258.36,9647.51,8089.17,7079.99,5426.71,3917.88,9412.00,3692.66,9445.90,9758.97
