0.78,0.50,0.18,0.19,0.60,0.13,0.21,0.80,0.41,0.81,0.65,0.92,0.82,0.29,0.66,0.01
0.64,0.80,0.82,0.62,0.43,0.32,0.54,0.56,0.06,0.85,0.91,0.14,0.81,0.84,0.55,0.04
0.96,0.06,0.07,0.97,0.51,0.32,0.45,0.09,0.26,0.90,0.78,0.03,0.97,0.83,0.06,0.09
0.75,0.53,0.91,0.47,0.48,0.54,0.85,0.20,0.03,0.81,0.48,0.94,0.29,0.90,0.88,0.92
0.07,0.77,0.88,0.10,0.82,0.78,1.00,0.26,0.73,0.06,0.49,0.16,0.79,0.65,0.65,0.61
0.99,0.07,0.02,0.33,0.54,0.55,0.35,0.81,0.97,0.38,0.56,0.31,0.63,0.82,0.53,0.88
0.94,0.01,0.86,0.47,0.89,0.38,0.13,0.37,0.41,0.72,0.42,0.32,0.96,0.49,0.03,0.35
0.23,0.02,0.91,0.59,0.51,0.74,0.65,0.61,0.35,0.04,0.39,0.49,0.93,0.82,0.34,0.61
0.16,0.65,0.67,0.65,0.11,0.16,0.67,0.80,0.06,0.15,0.37,0.61,0.49,0.38,0.68,0.45
0.15,0.52,0.47,0.32,0.89,0.90,0.12,0.11,0.27,0.07,0.42,0.30,0.66,0.22,0.44,0.82
0.67,0.33,0.27,0.51,0.16,0.48,0.91,0.61,0.91,0.40,0.23,0.13,0.37,0.08,0.22,0.58
0.88,0.94,0.19,0.76,0.34,0.67,0.23,0.23,0.82,0.78,0.29,0.27,0.98,0.46,0.41,0.17
0.16,0.51,0.19,0.63,0.38,0.01,0.32,0.26,0.85,0.06,0.41,0.34,0.27,0.23,0.59,0.25
0.94,0.32,0.13,0.13,0.78,0.45,0.15,0.07,0.52,0.92,0.29,0.87,0.22,0.62,0.47,0.21
0.79,0.80,0.96,0.08,0.45,0.46,0.70,0.06,0.13,0.69,0.52,0.39,0.43,0.99,0.73,0.25
0.75,0.41,0.63,0.30,0.24,0.08,0.92,0.85,0.38,0.62,0.52,0.69,0.75,0.51,0.65,0.33
0.74,0.15,0.03,0.92,0.85,0.50,0.01,0.03,0.33,0.48,0.99,0.68,0.33,0.17,0.40,0.36
0.34,0.50,0.25,0.00,0.02,0.85,0.12,0.07,0.92,0.40,0.48,0.79,0.08,0.28,0.19,0.44
0.92,0.23,0.01,0.52,0.02,0.88,0.60,0.65,0.61,0.28,0.24,0.65,0.57,0.48,0.49,0.15
0.81,0.25,0.59,0.12,0.71,0.83,0.10,0.33,0.73,0.74,0.42,0.40,0.79,0.70,0.82,0.63
0.71,0.62,0.14,0.64,0.74,0.05,0.54,0.91,0.46,0.25,0.95,0.85,0.10,0.08,0.33,0.85
0.41,0.76,0.68,0.27,0.05,0.65,0.13,0.58,0.29,0.69,0.81,0.17,0.12,0.41,0.54,0.19
0.80,0.67,0.47,0.94,0.56,0.32,0.92,0.59,0.18,0.90,0.15,0.74,0.36,0.17,0.34,0.42
0.62,0.03,0.52,0.74,0.88,0.51,0.60,0.41,0.21,0.88,0.37,0.10,0.58,0.83,0.27,0.68
0.15,0.28,0.06,0.47,0.79,0.06,0.93,0.13,0.40,0.74,0.13,0.74,0.30,0.17,0.46,0.40
0.73,0.58,0.41,0.74,0.23,0.29,0.66,0.22,0.43,0.50,0.44,0.35,0.34,0.11,0.25,0.09
0.36,0.16,0.43,0.21,0.08,0.65,0.89,0.39,0.85,0.72,0.71,0.56,0.63,0.77,0.13,0.36
0.84,0.42,0.05,0.45,0.63,0.33,0.54,0.75,0.12,0.68,0.97,0.27,0.45,0.21,0.25,0.45
0.13,0.33,0.91,0.75,0.23,0.40,0.49,0.26,0.30,0.81,0.15,0.73,1.00,0.34,0.56,0.83
0.32,0.69,0.19,0.24,0.14,0.41,0.87,0.82,0.37,0.48,0.55,0.19,0.56,0.36,0.17,0.30
0.75,0.17,0.49,0.55,0.03,0.21,0.17,0.02,0.44,0.30,0.99,0.48,0.55,0.57,0.05,0.97
0.04,0.27,0.22,0.11,0.12,0.53,0.03,0.06,0.82,0.59,0.49,0.19,0.50,0.13,0.71,0.43
