718.82,240.56,9852.02,7072.33
915.34,9339.34,5614.37,6882.87
1172.08,745.85,7092.57,656.85
2427.11,762.22,8595.93,3163.46
8877.45,9912.68,2207.81,4076.97
8369.08,1327.96,4471.47,3379.93
4787.83,4935.25,8162.92,4318.92
9641.58,4010.90,800.19,5339.06
5166.00,7852.48,4550.43,7753.00
3660.67,777.75,22.92,3351.13
1336.84,9401.23,8985.84,2093.42
8535.09,1684.20,6234.01,4240.53
4353.68,9446.36,3374.06,5816.24
630.79,8626.52,1211.80,9490.16
3197.03,9005.85,4839.29,6536.86
6441.72,793.33,4568.08,2907.30
3989.26,9556.69,3184.29,1259.64
7988.45,4691.82,8820.43,3155.89
7813.19,5402.32,3282.97,8079.78
9367.91,956.45,8729.35,9356.54
2569.74,2755.91,8345.95,8325.38
5896.80,8051.89,742.86,5225.84
5971.89,9813.92,3279.14,3106.42
1484.58,1736.12,8111.64,9923.72
5658.32,3694.94,8707.70,2097.18
1051.15,165.77,3153.33,2737.33
5995.07,3109.04,8743.71,2856.49
1469.01,4614.38,3980.33,8119.99
6653.67,8315.98,4528.65,3488.61
4731.41,6255.37,1184.14,930.56
3071.72,1474.30,1796.51,7473.80
239.45,7018.90,1923.64,4770.66
3890.09,7781.16,3341.91,2938.41
9454.86,9739.38,5639.85,2958.34
8828.17,8894.84,5728.18,2947.89
7342.06,2744.68,8992.69,8235.54
1720.82,7869.88,6685.97,5687.77
8628.11,3942.03,2416.67,560.63
6799.67,1836.65,5202.13,962.73
9157.54,582.77,2543.01,5187.37
8659.44,2525.49,530.63,6543.41
4345.86,4547.04,5473.71,9813.69
2488.82,5172.40,7266.37,6789.23
5924.45,8015.81,9642.65,5558.65
3397.50,5964.41,2464.96,6892.15
7194.67,9662.98,6734.77,471.12
4922.22,3322.79,6770.50,3560.46
910.01,7556.47,2883.79,1235.55
4023.74,8377.59,9337.77,6966.64
9760.23,3335.26,2635.55,6036.75
7870.46,8104.77,4422.19,1386.29
1433.22,6301.98,7589.49,8620.74
479.58,9056.37,5640.78,5179.55
9350.87,6726.08,206.85,8124.66
6002.79,4739.08,940.92,1263.11
6402.08,8331.35,7620.09,3566.90
6137.86,8932.61,5018.88,8599.49
4971.47,3611.09,5966.09,5500.70
1421.05,830.11,9330.16,189.83
508.36,1496.61,8845.75,6963.47
9036.81,8131.81,637.00,7735.59
7438.77,5803.77,6537.16,3758.26
3622.55,5328.41,1675.27,5846.44
4819.54,9761.03,7399.14,6227.62
