0.19,0.94,0.14,0.73
0.96,0.62,0.11,0.58
0.81,0.77,0.34,0.76
0.85,0.41,0.09,0.84
0.28,0.06,0.21,0.51
0.37,0.39,0.23,0.66
0.58,0.88,0.62,0.53
0.39,0.59,0.46,0.33
0.46,0.09,0.83,0.49
0.85,0.57,0.08,0.75
0.26,0.48,0.44,0.28
0.11,0.27,0.63,0.80
0.36,0.19,0.80,0.87
0.40,0.31,0.86,0.28
0.75,0.08,0.03,0.60
0.13,0.76,0.84,0.19
0.57,0.21,0.49,0.94
0.81,0.62,0.37,0.15
0.08,0.20,0.35,0.37
0.30,0.60,0.22,0.28
0.45,0.25,0.89,0.73
0.63,0.01,0.22,0.20
0.97,0.58,0.82,0.85
0.98,0.68,0.84,0.23
0.83,0.61,0.59,0.40
0.25,0.27,0.71,0.87
0.98,0.02,0.20,0.75
0.41,0.71,0.99,0.03
0.30,0.07,0.42,0.84
0.63,0.14,0.57,0.47
0.10,0.22,0.21,0.22
0.96,0.48,0.65,0.79
0.18,0.52,0.14,0.14
0.03,0.77,0.16,0.44
0.06,0.36,0.45,0.79
0.14,0.93,0.90,0.53
0.51,0.48,0.47,0.02
0.41,0.95,0.94,0.22
0.93,0.86,0.32,0.30
0.10,0.33,0.45,0.07
0.21,0.22,0.70,0.73
0.15,0.98,0.76,0.01
0.22,0.94,0.86,0.02
0.98,0.07,0.40,0.32
0.79,0.84,0.39,0.70
0.63,0.38,0.91,0.82
0.99,0.09,0.77,0.77
0.57,0.59,0.68,0.09
0.85,0.56,0.71,0.96
0.68,0.81,0.10,0.00
0.33,0.65,0.12,0.40
0.60,0.91,0.35,0.92
0.10,0.25,0.45,0.75
0.63,0.21,0.21,0.81
0.09,0.05,0.84,0.72
0.19,0.22,1.00,0.33
0.18,0.36,0.94,0.38
0.07,0.12,0.20,0.75
0.67,0.66,0.12,0.38
0.10,0.85,0.31,0.29
0.25,0.15,0.29,0.71
0.21,0.97,0.26,0.43
0.00,0.60,0.31,0.51
0.39,0.54,0.93,0.80
